data,data_iso,modelo,imei,valor_venda,brinde,custo,lucro,pix,dinheiro,cartao_credito,cartao_debito,troca_aparelho,outros_pagamentos,soma_pagamentos,diferenca,tem_troca,modelo_troca,valor_troca,vendedor,loja,loja_id
13/05/2026,2026-05-13,POCO C85 256GB PRETO LACRADO,861260081088468,1000.0,0.0,870.0,130.0,0,0,0,0,0,0,0,1000.0,NAO,,0,Renata,CELL,1
13/05/2026,2026-05-13,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,357205984783526,5270.0,25.0,5000.0,245.0,0,0,0,0,0,0,0,5270.0,NAO,,0,Yasmin,ONLINE,4
13/05/2026,2026-05-13,IPHONE 15 PRO SEMINOVO NATURAL 128GB,355262962390305,3706.0,25.0,3100.0,551.0,0,0,3716.0,0,0,0,3716.0,-10.0,NAO,,0,Marcela,ONLINE,4
13/05/2026,2026-05-13,IPHONE 14 128GB BRANCO SEMINOVO,357950903092463,2250.0,5.0,2050.0,195.0,0,0,0,0,0,0,0,2250.0,NAO,,0,Renan,BLOCO B,20
13/05/2026,2026-05-13,IPHONE 14 128GB BRANCO SEMINOVO,354807372557538,2409.0,45.0,2050.0,314.0,0,0,0,0,0,0,0,2409.0,NAO,,0,Guilherme,BLOCO B,20
13/05/2026,2026-05-13,REDMI 15C 256GB PRETO  NOVO,867754088428267,1000.0,0.0,840.0,160.0,0,0,0,0,5900.0,0,5900.0,-4900.0,SIM,FELIPE VOLTOU,5900.0,Ronald,CASES,19
13/05/2026,2026-05-13,IPHONE 17 PRO MAX 512GB AZUL NOVO,357247250248784,10242.0,60.0,9050.0,1132.0,5242.0,0,0,0,5000.0,0,10242.0,0.0,SIM,IPH 16 PRO MAX 512GB PRETO,5000.0,Higor Guedes,CELL,1
14/05/2026,2026-05-14,BOOMBOX 4 LARANJA NOVO,TL1937-BQ0009616,2500.0,0.0,2390.0,110.0,0,0,0,0,0,0,0,2500.0,NAO,,0,Marcela,ONLINE,4
14/05/2026,2026-05-14,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,357173348275037,3600.0,25.0,3200.0,375.0,800.0,0,2800.0,0,0,0,3600.0,0.0,NAO,,0,Marcela,ONLINE,4
14/05/2026,2026-05-14,NOTE 13 5G 256GB PRETO NOVO,860698079480943,1050.0,0.0,950.0,100.0,0,0,0,0,0,0,0,1050.0,NAO,,0,Ronald,CASES,19
14/05/2026,2026-05-14,TAB S6 LITE 128GB SEMINOVO PRETO,355835400444618,1350.0,20.0,900.0,430.0,200.0,0,1290.0,0,0,0,1490.0,-140.0,NAO,,0,Ronald,CASES,19
14/05/2026,2026-05-14,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,355706423711715,5300.0,8.0,5000.0,292.0,3.8,0,0,0,1500.0,0,1503.8,3796.2,SIM,IPH 13 128GB BRANCO,1500.0,Renan,BLOCO B,20
14/05/2026,2026-05-14,IPHONE 14 PRO 128GB PRETO SEMINOVO,357442883839907,2910.0,15.0,2700.0,195.0,2710.0,200.0,0,0,0,0,2910.0,0.0,NAO,,0,Renan,BLOCO B,20
14/05/2026,2026-05-14,IPHONE 14 PRO MAX 128GB ROXO SEMINOVO,357397703170232,3250.0,0.0,3150.0,100.0,0,0,0,0,0,0,0,3250.0,NAO,,0,Higor Guedes,CELL,1
14/05/2026,2026-05-14,IPHONE 16 PLUS 128GB PRETO SEMINOVO,352726622496929,4225.0,25.0,3750.0,450.0,0,0,0,0,0,0,0,4225.0,NAO,,0,Higor Guedes,CELL,1
14/05/2026,2026-05-14,IPHONE 13 128GB ROSA SEMINOVO,,1911.0,25.0,1800.0,86.0,611.0,0,0,0,0,0,611.0,1300.0,NAO,,0,Higor Guedes,CELL,1
15/05/2026,2026-05-15,IPHONE 17 PRO MAX 256GB AZUL NOVO,351205741900807,8650.0,155.0,8050.0,445.0,8650.0,0,0,0,0,0,8650.0,0.0,NAO,,0,Yasmin,ONLINE,4
15/05/2026,2026-05-15,IPHONE 11 128GB PRETO SEMINOVO,356460904622673,899.99,0.0,800.0,99.99,0,0,0,0,0,0,0,899.99,NAO,,0,Yasmin,ONLINE,4
15/05/2026,2026-05-15,IPHONE 17 PRO LARANJA 256GB NOVO,354289632484698,8500.0,8.0,8250.0,242.0,30500.0,0,0,0,0,0,30500.0,-22000.0,NAO,,0,Renan,BLOCO B,20
15/05/2026,2026-05-15,IPHONE 17 PRO 256GB LARANJA NOVO,352001998377479,8500.0,8.0,8250.0,242.0,0,0,0,0,0,0,0,8500.0,NAO,,0,Renan,BLOCO B,20
15/05/2026,2026-05-15,MACBOOK AIR M4 256GB SILVER NOVO,L1FL9LNFH1,6750.0,0.0,6500.0,250.0,0,0,0,0,0,0,0,6750.0,NAO,,0,Renan,BLOCO B,20
15/05/2026,2026-05-15,MACBOOK AIR M4 SILVER 256GB NOVO,D9XGF2JP9X,6750.0,0.0,6500.0,250.0,0,0,0,0,0,0,0,6750.0,NAO,,0,Renan,BLOCO B,20
15/05/2026,2026-05-15,IPHONE 17 PRO MAX 256GB LARANJA SEMINOVO,359912580728338,7700.0,5.0,6900.0,795.0,1000.0,0,1700.0,0,5000.0,0,7700.0,0.0,SIM,16 PRO MAX SEMINOVO,5000.0,Marcela,ONLINE,4
15/05/2026,2026-05-15,IPAD 11° A16 128GB AZUL NOVO,H64RQG50Y0,2500.0,120.0,2090.0,200.0,4700.0,0,0,0,0,0,4700.0,-2200.0,NAO,,0,Marcela,ONLINE,4
15/05/2026,2026-05-15,IPAD 11° A16 128GB AZUL NOVO,G23024PVDT,2200.0,10.0,2090.0,100.0,0,0,0,0,0,0,0,2200.0,NAO,,0,Marcela,ONLINE,4
15/05/2026,2026-05-15,IPHONE 15 128GB PRETO SEMINOVO,356054492870941,2930.0,5.0,2750.0,175.0,2930.0,0,0,0,0,0,2930.0,0.0,NAO,,0,Marcela,ONLINE,4
15/05/2026,2026-05-15,IPHONE 13 PRO 128GB GRAFITE SEMINOVO,,2500.0,15.0,2350.0,135.0,0,0,0,0,950.0,0,950.0,1550.0,SIM,(FILIPE PAGOU,950.0,Marcela,ONLINE,4
15/05/2026,2026-05-15,IPHONE 17 256GB VERDE NOVO,355989441325235,5085.0,25.0,4850.0,210.0,130.0,0,5000.0,0,0,0,5130.0,-45.0,NAO,,0,Ronald,CASES,19
15/05/2026,2026-05-15,IPHONE 15 PRO MAX 256GB NATURAL SEMINOVO,350278024027409,4100.0,0.0,4000.0,100.0,0,0,0,0,0,0,0,4100.0,NAO,,0,Ronald,CASES,19
15/05/2026,2026-05-15,POCO X7 PRO 256GB PRETO NOVO,869471081130380,2075.0,0.0,1750.0,325.0,4150.0,0,0,0,0,0,4150.0,-2075.0,NAO,,0,Higor Guedes,CELL,1
15/05/2026,2026-05-15,POCO X7 PRO 256GB PRETO NOVO,869471081096821,2075.0,0.0,1750.0,325.0,0,0,0,0,0,0,0,2075.0,NAO,,0,Higor Guedes,CELL,1
15/05/2026,2026-05-15,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,359481988717053,3070.0,115.0,2600.0,355.0,790.0,0,0,0,0,0,790.0,2280.0,NAO,,0,Marcela,ONLINE,4
16/05/2026,2026-05-16,IPHONE 13 128GB PRETO SEMINOVO,352094671123856,2000.0,25.0,1800.0,175.0,800.0,0,1200.0,0,0,0,2000.0,0.0,NAO,,0,Yasmin,ONLINE,4
16/05/2026,2026-05-16,IPHONE 17 PRO MAX 256GB LARANJA NOVO,355224258492153,8300.0,15.0,8170.0,0.0,50.0,0,8250.0,0,0,0,8300.0,0.0,NAO,,0,Yasmin,ONLINE,4
16/05/2026,2026-05-16,IPHONE 16 PRO MAX 256GB  PRETO SEMINOVO,357590872352405,5300.0,15.0,5000.0,285.0,950.0,0,0,0,128.0,0,1078.0,4222.0,SIM,IPHONE 16,128.0,Bianca,CASES,19
16/05/2026,2026-05-16,IPHONE 17 PRO 256GB SILVER NOVO,352001996607349,7650.0,0.0,7450.0,200.0,0,0,0,0,0,0,0,7650.0,NAO,,0,Ronald,CASES,19
16/05/2026,2026-05-16,IPHONE 15 PRO 256GB PRETO SEMINOVO,359370793687157,3721.0,20.0,3400.0,301.0,0,0,0,0,0,0,0,3721.0,NAO,,0,Ronald,CASES,19
16/05/2026,2026-05-16,IPHONE 14 PRO MAX 128GB GOLD SEMINOVO,360236730466835,3350.0,0.0,3150.0,200.0,1250.0,0,0,0,2100.0,0,3350.0,0.0,SIM,IPH 13 PRO,2100.0,Ronald,CASES,19
16/05/2026,2026-05-16,IPHONE 16 PRO MAX 512GB DESERT SEMINOVO,357626319666955,5700.0,0.0,5700.0,0.0,7900.0,0,0,0,0,0,7900.0,-2200.0,NAO,,0,Renan,BLOCO B,20
16/05/2026,2026-05-16,IPHONE 12 PRO 256GB PRETO SEMINOVO,356682116877353,1900.0,0.0,1900.0,0.0,0,0,0,0,0,0,0,1900.0,NAO,,0,Renan,BLOCO B,20
16/05/2026,2026-05-16,APPLE WATCH SE GEN 2 44MM MIDNIGHT NOVO,J4JVW5XVJV,2050.0,0.0,1800.0,250.0,0,0,0,0,0,0,0,2050.0,NAO,,0,Renan,BLOCO B,20
16/05/2026,2026-05-16,IPHONE 11 PRO MAX 256GB VERDE SEMINOVO,353906102560167,1250.0,25.0,900.0,325.0,0,0,0,0,0,0,0,1250.0,NAO,,0,Guilherme,BLOCO B,20
16/05/2026,2026-05-16,IPHONE 16 128GB VERDE SEMINOVO,357884596142865,3750.0,25.0,3450.0,275.0,2000.0,0,1842.11,0,0,0,3842.1099999999997,-92.11,NAO,,0,Guilherme,BLOCO B,20
16/05/2026,2026-05-16,IPHONE 15 128GB AZUL SEMINOVO,350169642018823,3000.0,25.0,2750.0,225.0,3000.0,0,0,0,0,0,3000.0,0.0,NAO,,0,Higor Guedes,CELL,1
16/05/2026,2026-05-16,IPHONE 17 256GB PRETO LACRADO,358748638760753,5180.0,30.0,4800.0,350.0,0,0,0,0,1600.0,0,1600.0,3580.0,SIM,NO VALOR DE,1600.0,Renata,CELL,1
17/05/2026,2026-05-17,IPHONE 17 256GB VERDE NOVO,358619228350786,4950.0,30.0,4800.0,120.0,0,0,0,0,0,0,0,4950.0,NAO,,0,Bianca,CASES,19
17/05/2026,2026-05-17,IPAD 11° A16 128GB SILVER NOVO,LC7KGJGWKT,2300.0,5.0,2160.0,135.0,0,0,0,0,0,0,0,2300.0,NAO,,0,Marcela,ONLINE,4
17/05/2026,2026-05-17,IPHONE 17 256GB BRANCO NOVO,358736463822764,5240.0,188.0,302.0,302.0,5240.0,0,0,0,0,0,5240.0,0.0,NAO,,0,Marcela,ONLINE,4
17/05/2026,2026-05-17,IPHONE 13 PRO MAX VERDE 256GB SEMINOVO,350249441757480,3250.0,50.0,2900.0,300.0,3250.0,0,0,0,0,0,3250.0,0.0,NAO,,0,Ronald,CASES,19
17/05/2026,2026-05-17,IPHONE 17 256GB BRANCO NOVO,352824562111135,4950.0,0.0,4750.0,200.0,0,0,4433.22,0,0,0,4433.22,516.78,NAO,,0,Ronald,CASES,19
17/05/2026,2026-05-17,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,355319547611678,4200.0,20.0,4000.0,180.0,1400.0,50.0,0,0,0,0,1450.0,2750.0,NAO,,0,Ronald,CASES,19
17/05/2026,2026-05-17,IPHONE 17 PRO 256GB SILVER NOVO,354289638327115,8000.0,0.0,7450.0,550.0,0,0,8000.0,0,0,0,8000.0,0.0,NAO,,0,Renan,BLOCO B,20
17/05/2026,2026-05-17,POCO X7 PRO 512GB VERDE NOVO,868311089900940,2150.0,0.0,1990.0,160.0,500.0,0,1877.13,0,0,0,2377.13,-227.13,NAO,,0,Ronald,CASES,19
17/05/2026,2026-05-17,IPHONE 17 PRO 256GB BRANCO NOVO,353739723292955,7600.0,0.0,7450.0,150.0,0,0,0,0,0,0,0,7600.0,NAO,,0,Ronald,CASES,19
17/05/2026,2026-05-17,IPHONE 17 256GB NOVO BRANCO,352824563558946,5130.0,140.0,4750.0,240.0,180.0,0,5631.4,0,0,0,5811.4,-681.4,NAO,,0,Ronald,CASES,19
17/05/2026,2026-05-17,IPHONE 17 PRO 256GB AZUL SEMINOVO,356839674078168,6800.0,20.0,6400.0,380.0,3680.0,220.0,0,0,2900.0,0,6800.0,0.0,SIM,IPH 15,2900.0,Ronald,CASES,19
17/05/2026,2026-05-17,IPHONE 13 PRO 256GB VERDE SEMINOVO,356649150793663,2800.0,50.0,2450.0,300.0,0,0,0,0,0,0,0,2800.0,NAO,,0,Guilherme,BLOCO B,20
17/05/2026,2026-05-17,APPLE WATCH SERIE 11 ROSE GOLD NOVO,KF97P7XLWD,2500.0,0.0,2250.0,250.0,0,0,0,0,0,0,0,2500.0,NAO,,0,Higor Guedes,CELL,1
17/05/2026,2026-05-17,IPAD 11 128GB AZUL NOVO,H7DR2GQ4ND,2210.0,0.0,2090.0,120.0,0,0,0,0,0,0,0,2210.0,NAO,,0,Higor Guedes,CELL,1
17/05/2026,2026-05-17,IPAD 11 128GB AMARELO NOVO,H9K6QY9X17,2650.0,100.0,2090.0,460.0,0,0,0,0,0,0,0,2650.0,NAO,,0,Higor Guedes,CELL,1
17/05/2026,2026-05-17,IPHONE 12 128GB PRETO SEMINOVO,356427673422437,1702.0,25.0,1250.0,427.0,1702.0,0,0,0,0,0,1702.0,0.0,NAO,,0,Higor Guedes,CELL,1
17/05/2026,2026-05-17,IPHONE 15 128GB ROSA SEMINOVO,356054491176662,2896.0,25.0,2750.0,121.0,2896.0,0,0,0,0,0,2896.0,0.0,NAO,,0,Higor Guedes,CELL,1
17/05/2026,2026-05-17,IPHONE 12 128GB AZUL SEMINOVO,357158819908414,1450.0,25.0,1250.0,175.0,1450.0,0,0,0,0,0,1450.0,0.0,NAO,,0,Angel,CASES,19
17/05/2026,2026-05-17,IPHONE 16 PRO 256GB NATURAL SEMINOVO,358282722955921,4800.0,10.0,4500.0,290.0,0,0,0,0,0,0,0,4800.0,NAO,,0,Higor Guedes,CELL,1
19/05/2026,2026-05-19,REDMI NOTE 15 5G 256GB PRETO NOVO,865292085370085,1565.0,10.0,1320.0,235.0,0,0,0,0,0,0,0,1565.0,NAO,,0,Higor Guedes,CELL,1
19/05/2026,2026-05-19,NOTE 14 256GB PRETO LACRADO,864093078872249,1200.0,0.0,1050.0,150.0,0,0,0,0,0,0,0,1200.0,NAO,,0,Renata,CELL,1
19/05/2026,2026-05-19,IPHONE 13 PRO MAX 128GB VERDE SEMINOVO,350019049630201,2939.0,65.0,2600.0,274.0,0,0,0,0,0,0,0,2939.0,NAO,,0,Marcela,ONLINE,4
19/05/2026,2026-05-19,BOOMBOX 4 LARANJA NOVO,TL1973-BQ0009594,2500.0,0.0,2390.0,110.0,0,0,0,0,0,0,0,2500.0,NAO,,0,Marcela,ONLINE,4
19/05/2026,2026-05-19,IPAD AIR M3 11 256GB AZUL NOVO,M4C404M6R6,5200.0,0.0,5050.0,150.0,0,0,1.0,0,0,0,1.0,5199.0,NAO,,0,Marcela,ONLINE,4
19/05/2026,2026-05-19,IPHONE 17 PRO MAX AZUL NOVO,CQHPQG449Y,8300.0,15.0,8140.0,145.0,0,0,1.0,0,0,0,1.0,8299.0,NAO,,0,Marcela,ONLINE,4
19/05/2026,2026-05-19,IPAD 11° (A16) 128GB AMARELO NOVO,,2297.0,30.0,2090.0,177.0,0,0,5.0,0,0,0,5.0,2292.0,NAO,,0,Marcela,ONLINE,4
19/05/2026,2026-05-19,IPHONE 17 PRO MAX 512GB AZUL NOVO,357329447819436,9801.0,0.0,9050.0,751.0,0,0,0,0,0,0,0,9801.0,NAO,,0,Luiz Henrique,CELL,1
19/05/2026,2026-05-19,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,355138326274957,5400.0,15.0,5150.0,235.0,5000.0,400.0,0,0,0,0,5400.0,0.0,NAO,,0,Luiz Henrique,CELL,1
19/05/2026,2026-05-19,IPHONE 16 128GB PRETO NOVO,3594,4395.0,115.0,4050.0,230.0,645.0,0,2150.0,0,1600.0,0,4395.0,0.0,SIM,13 SEMINOVO,1600.0,Marcela,ONLINE,4
19/05/2026,2026-05-19,IPAD 11 (A16) 128GB ROSA NOVO,JOK9N9RQM5,2375.0,60.0,2090.0,225.0,75.0,0,2300.0,0,0,0,2375.0,0.0,NAO,,0,Marcela,ONLINE,4
19/05/2026,2026-05-19,IPHONE 13 128GB PRETO NOVO,353306207461637,2850.0,20.0,2700.0,130.0,0,0,0,0,0,0,0,2850.0,NAO,,0,Ronald,CASES,19
19/05/2026,2026-05-19,IPHONE 15 256GB PRETO SEMINOVO,356942572731144,3200.0,25.0,2900.0,275.0,1500.0,0,0,0,1700.0,0,3200.0,0.0,SIM,IPH 13 128GB PRETO,1700.0,Ronald,CASES,19
19/05/2026,2026-05-19,IPHONE 17 PRO SILVER 256GB SEMINOVO,356697786132668,6800.0,25.0,6100.0,675.0,0,3400.0,0,0,3400.0,0,6800.0,0.0,SIM,IPH 15 PRO 256GB,3400.0,Ronald,CASES,19
19/05/2026,2026-05-19,IPHONE 13 PRO MAX 256GB DOURADO SEMINOVO,351596240328544,3250.0,50.0,2900.0,300.0,0,0,0,0,0,0,0,3250.0,NAO,,0,Guilherme,BLOCO B,20
19/05/2026,2026-05-19,IPAD 11 128GB SILVER SEMINOVO,DY02NX9J6V,2490.0,75.0,2160.0,255.0,0,0,0,0,0,0,0,2490.0,NAO,,0,Guilherme,BLOCO B,20
19/05/2026,2026-05-19,APPLE PENCIL USB-C BRANCO SEMINOVO,DV2GQYL2VR,780.0,0.0,630.0,150.0,0,0,0,0,0,0,0,780.0,NAO,,0,Guilherme,BLOCO B,20
19/05/2026,2026-05-19,IPHONE XS 256GB PRETO SEMINOVO,353048093488114,775.0,40.0,350.0,385.0,0,0,0,0,0,0,0,775.0,NAO,,0,Guilherme,BLOCO B,20
19/05/2026,2026-05-19,IPHONE 12 PRO 256GB BRANCO SEMINOVO,353074114042706,2200.0,8.0,1900.0,292.0,0,0,0,0,0,0,0,2200.0,NAO,,0,Angel,CASES,19
19/05/2026,2026-05-19,IPHONE 17 PRO MAX LARANJA 2 TB NOVO,350025974181243,12719.0,25.0,11800.0,894.0,0,0,0,0,0,0,0,12719.0,NAO,,0,Higor Guedes,CELL,1
20/05/2026,2026-05-20,BOOMBOX 4 PRETA SEMINOVO,TL1876-JP0086240,2350.0,0.0,2350.0,0.0,0,0,0,0,0,0,0,2350.0,NAO,,0,Marcela,ONLINE,4
20/05/2026,2026-05-20,IPHONE 14 128GB PRETA SEMINOVO,359014536509969,2350.0,25.0,2000.0,325.0,0,0,0,0,0,0,0,2350.0,NAO,,0,Renata,CELL,1
20/05/2026,2026-05-20,BOOMBOX 4 LARANJA NOVO,TL1973-BQ0009916,2450.0,0.0,2390.0,60.0,0,0,0,0,0,0,0,2450.0,NAO,,0,Marcela,CASES,19
20/05/2026,2026-05-20,REDMI PAD 2 256GB PRETO NOVO,65577/W6N400397,1500.0,0.0,1200.0,300.0,0,0,1500.0,0,0,0,1500.0,0.0,NAO,,0,Renan,BLOCO B,20
20/05/2026,2026-05-20,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247257122859,8400.0,25.0,8000.0,375.0,7900.0,0,0,0,500.0,0,8400.0,0.0,SIM,IPH 11 PRO MAX 512GB,500.0,Higor Guedes,CELL,1
20/05/2026,2026-05-20,IPAD 11 128GB SILVER NOVO,MPNH609W5X,2850.0,150.0,2160.0,540.0,0,0,0,0,0,0,0,2850.0,NAO,,0,Camila,CELL,1
20/05/2026,2026-05-20,IPHONE 11 128GB VERMELHO SEMINOVO,352991115545133,1050.0,25.0,800.0,225.0,0,0,0,0,0,0,0,1050.0,NAO,,0,Guilherme,BLOCO B,20
20/05/2026,2026-05-20,POCO X8 PRO MAX 512GB PRETO SEMINOVO,860534087542582,3300.0,0.0,3200.0,100.0,0,0,0,0,0,0,0,3300.0,NAO,,0,Ronald,CASES,19
20/05/2026,2026-05-20,MAC AIR M5 16 512GB SILVER NOVO,JYW40659KX,7550.0,50.0,6800.0,750.0,0,0,0,0,0,0,0,7550.0,NAO,,0,Ruyter,CASES,19
21/05/2026,2026-05-21,REDMI PAD 2 256GB SPACE GRAY NOVO,65577/W6PT05147,1655.0,90.0,1200.0,365.0,0,0,0,0,0,0,0,1655.0,NAO,,0,Marcela,CASES,19
21/05/2026,2026-05-21,IPHONE 17 PRO 256GB AZUL NOVO,359477633542185,7940.0,10.0,7300.0,746.0,10000.0,0,3980.0,0,1900.0,0,15880.0,-7940.0,SIM,IPH 12 PRO MAX 128GB,1900.0,Luiz Henrique,CELL,1
21/05/2026,2026-05-21,IPHONE 17 PRO 256GB SILVER NOVO,352574671892816,7940.0,10.0,7400.0,0.0,0,0,0,0,0,0,0,7940.0,NAO,,0,Luiz Henrique,CELL,1
21/05/2026,2026-05-21,IPHONE 17 PRO 256GB SILVER SEMINOVO,356661406078476,6690.0,0.0,6100.0,590.0,0,0,7508.42,0,0,0,7508.42,-818.42,NAO,,0,Ronald,CASES,19
21/05/2026,2026-05-21,POCO X8 PRO 512GB PRETO NOVO,866132083268783,2476.0,0.0,2300.0,176.0,1225.0,0,0,0,0,0,1225.0,1251.0,NAO,,0,Marcela,ONLINE,4
21/05/2026,2026-05-21,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,357275796919659,4250.0,25.0,4000.0,225.0,0,0,0,0,0,0,0,4250.0,NAO,,0,Bianca,CASES,19
21/05/2026,2026-05-21,NOTE 15 5G 256GB PRETO NOVO,867520084645802,1420.0,0.0,1360.0,60.0,0,0,0,0,0,0,0,1420.0,NAO,,0,Ronald,CASES,19
21/05/2026,2026-05-21,NOTE 15 4F 256GB PRETO NOVO,869009086978906,1300.0,0.0,1130.0,170.0,0,0,0,0,17.0,0,17.0,1283.0,SIM,IPH,17.0,Ronald,CASES,19
21/05/2026,2026-05-21,GALAXY S26 ULTRA 512GB BRANCO LACRADO,355381840336221,7285.0,5.0,6899.0,381.0,0,0,0,0,0,0,0,7285.0,NAO,,0,Renata,CELL,1
21/05/2026,2026-05-21,IPHONE 15 128GB AZUL NOVO,354196713272654,3850.0,10.0,3700.0,140.0,0,0,3850.0,0,0,0,3850.0,0.0,NAO,,0,Renan,BLOCO B,20
21/05/2026,2026-05-21,IPHONE 17 PRO MAX 256GB LARANJA LACRADO,350230973236911,8200.0,15.0,8000.0,185.0,5000.0,0,0,0,2700.0,0,7700.0,500.0,SIM,15 PRO MAX,2700.0,Yasmin,CELL,1
21/05/2026,2026-05-21,IPHONE 11 64GB VERDE SEMINOVO,354005106730246,850.0,10.0,650.0,190.0,0,0,0,0,0,0,0,850.0,NAO,,0,Higor Guedes,CELL,1
21/05/2026,2026-05-21,IPHONE 16 PRO MAX 256GB NATURAL SEMINOVO,355300185671927,5250.0,25.0,4850.0,375.0,0,0,0,0,0,0,0,5250.0,NAO,,0,Higor Guedes,CELL,1
21/05/2026,2026-05-21,IPHONE 13 256GB SEMINOVO AZUL,356177152787459,2300.0,0.0,2000.0,300.0,0,0,0,0,0,0,0,2300.0,NAO,,0,Camila,CELL,1
21/05/2026,2026-05-21,IPHONE 17 256GB BRANCO NOVO,352824562544798,4900.0,0.0,4600.0,300.0,0,0,0,0,0,0,0,4900.0,NAO,,0,Guilherme,BLOCO B,20
22/05/2026,2026-05-22,IPHONE 13 128GB AZUL SEMINOVO,355939491184461,1980.0,25.0,1800.0,155.0,0,0,1980.0,0,0,0,1980.0,0.0,NAO,,0,Marcela,ONLINE,4
22/05/2026,2026-05-22,IPHONE 11 BRANCO 128GB SEMINOVO,,1030.0,25.0,800.0,205.0,0,0,0,0,0,0,0,1030.0,NAO,,0,Marcela,CELL,1
22/05/2026,2026-05-22,IPHONE 12 PRO MAX 128GB GRAFITE SEMINOVO,354440895786747,2210.0,25.0,2000.0,185.0,0,0,0,0,0,0,0,2210.0,NAO,,0,Marcela,ONLINE,4
22/05/2026,2026-05-22,IPHONE 17 PRO MAX 256GB BRANCO NOVO,355101476809873,8886.0,255.0,7950.0,681.0,5936.0,0,0,0,2950.0,0,8886.0,0.0,SIM,IPH 16 128GB PRETO,2950.0,Higor Guedes,CELL,1
22/05/2026,2026-05-22,IPHONE 16 PRO DESERT 128GB NOVO,351895497858892,6000.0,5.0,5400.0,595.0,0,0,4500.0,0,0,0,4500.0,1500.0,NAO,,0,Renan,BLOCO B,20
22/05/2026,2026-05-22,REDMI NOTE 15 5G 256GB PRETO NOVO,861950072519774,1600.0,50.0,1380.0,170.0,0,0,6.0,0,0,0,6.0,1594.0,NAO,,0,Marcela,ONLINE,4
22/05/2026,2026-05-22,REDMI NOTE 15 5G 256GB PRETO NOVO,861950072535226,1500.0,0.0,1380.0,120.0,0,0,0,0,0,0,0,1500.0,NAO,,0,Marcela,ONLINE,4
22/05/2026,2026-05-22,REDMI NOTE 15 5G 256GB PRETO NOVO,865292085328620,1600.0,70.0,1380.0,150.0,0,0,1600.0,0,0,0,1600.0,0.0,NAO,,0,Marcela,ONLINE,4
22/05/2026,2026-05-22,IPHONE 17 PRO 256GB BRANCO SEMINOVO,355500351356910,6900.0,50.0,6100.0,750.0,4250.0,0,0,0,2650.0,0,6900.0,0.0,SIM,: IPHONE 15 128 GB PRETO =,2650.0,Guilherme,BLOCO B,20
22/05/2026,2026-05-22,IPHONE 16 PRO 256GB PRETO SEMINOVO,355983889574156,4800.0,25.0,4500.0,275.0,0,0,1988.18,0,0,0,1988.18,2811.82,NAO,,0,Guilherme,BLOCO B,20
22/05/2026,2026-05-22,IPHONE 16 128GB BRANCO NOVO,356004167522577,4360.0,75.0,4050.0,235.0,0,0,0,0,0,0,0,4360.0,NAO,,0,Marcela,ONLINE,4
23/05/2026,2026-05-23,IPHONE 11 PRO MAX 512GB BRANCO SEMINOVO,353915106419593,550.0,0.0,500.0,50.0,0,0,0,0,0,0,0,550.0,NAO,,0,Marcela,ONLINE,4
23/05/2026,2026-05-23,IPHONE 16 PRO MAX 512GB DESERT SEMINOVO,356760684778276,5561.0,25.0,5150.0,386.0,0,0,0,0,0,0,0,5561.0,NAO,,0,Marcela,ONLINE,4
23/05/2026,2026-05-23,IPHONE 17 PRO MAX 256GB SILVER NOVO,358206135981398,8400.0,20.0,7900.0,860.0,7300.0,0,0,0,4800.0,0,12100.0,-3700.0,SIM,IPH 16 PRO MAX,4800.0,Luiz Henrique,CELL,1
23/05/2026,2026-05-23,IPHONE 17 PRO 256GB SILVER NOVO,352574671693388,7700.0,20.0,7300.0,0.0,0,0,0,0,4000.0,0,4000.0,3700.0,SIM,IPH 16 PRO 128GB DESERT,4000.0,Luiz Henrique,CELL,1
23/05/2026,2026-05-23,IPHONE 17 PRO MAX 256GB SILVER NOVO,351205740141759,8200.0,15.0,7850.0,335.0,8200.0,0,0,0,0,0,8200.0,0.0,NAO,,0,Luiz Henrique,CELL,1
23/05/2026,2026-05-23,IPHONE 15 PRO 256GB BRANCO SEMINOVO,350839531594007,3600.0,0.0,3400.0,200.0,0,0,0,0,0,0,0,3600.0,NAO,,0,Renan,BLOCO B,20
23/05/2026,2026-05-23,IPAD 11 128GB AZUL LACRADO,MD7P7G9W9D,2950.0,0.0,2090.0,710.0,0,0,0,0,0,0,0,2950.0,NAO,,0,Camila,CELL,1
23/05/2026,2026-05-23,GALAXY A56 5G 256GB PRETO LACRADO,351814335898119,2100.0,15.0,1900.0,185.0,0,0,0,0,0,0,0,2100.0,NAO,,0,Renata,CELL,1
23/05/2026,2026-05-23,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,354570357307499,3950.0,25.0,3700.0,225.0,0,0,125000.0,0,13.0,0,125013.0,-121063.0,SIM,IPHONE,13.0,Yasmin,CELL,1
