orig_linha,data,modelo,imei,valor_venda,brinde,custo,lucro,pix,dinheiro,cartao_credito,cartao_debito,troca_aparelho,soma_pagamentos,diferenca,formas_pgto,tem_troca,modelo_troca,valor_troca,pagto_junto,pagto_junto_grupo,pagto_junto_total,pagto_junto_restante,vendedor,vendedor_id,loja,loja_id,estado,observacao,precisa_revisao,motivo_revisao,entendimento
71,07/05/2026,IPHONE 17 PRO 256GB SILVER NOVO,354289639953000,7850.0,0,7580.0,270.0,5250.0,0,0,0,2600.0,7850.0,0.0,pix+troca_aparelho,SIM,IPH 15 PRO,2600.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 7850 | 5250 pix + 2600 troca
72,08/05/2026,IPHONE 14 128GB LILAS SEMINOVO,350577192598574,2400.0,25.0,2050.0,325.0,1100.0,0,0,0,1300.0,2400.0,0.0,pix+troca_aparelho,SIM,IPHONE 12 128GB AZUL,1300.0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 2400 | 1100 pix + 1300 troca | brinde 25
73,08/05/2026,IPHONE 17 PRO MAX 256GB PRATA NOVO,351771409088771,8480.0,15.0,8300.0,165.0,2830.0,2500.0,0,0,3150.0,8480.0,0.0,pix+dinheiro+troca_aparelho,SIM,14 PRO MAX 128GB,3150.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 8480 | 2830 pix + 2500 dinheiro + 3150 troca | brinde 15
74,08/05/2026,IPHONE 13 128GB PRETO SEMINOVO,350038441784457,1924.0,15.0,1800.0,99.0,0,0,1924.0,0,0,1924.0,0.0,cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 1924 | 1924 credito | brinde 15
75,08/05/2026,IPHONE 13 PRO MAX 128GB PRETO SEMINOVO,352114954343441,2850.0,25.0,2650.0,175.0,2850.0,0,0,0,0,2850.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 2850 | 2850 pix | brinde 25
76,08/05/2026,AIRPODS PRO 3 NOVO,H2P49XQY13,1700.0,0,1500.0,200.0,0,0,1700.0,0,0,1700.0,0.0,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 1700 | 1700 credito (visa 8x (taxa 9.3%))
77,08/05/2026,IPHONE 14 PRO MAX BRANCO SEMINOVO,350636590567381,3250.0,0,3150.0,100.0,3250.0,0,0,0,0,3250.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 3250 | 3250 pix
78,08/05/2026,POCO PAD M1 CINZA NOVO,7111Y5YJ02338,1750.0,0,1600.0,150.0,1750.0,0,0,0,0,1750.0,0.0,pix,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,novo,,NAO,,valor da venda = 1750 | 1750 pix
79,08/05/2026,IPHONE 14 PRO MAX ROXO SEMINOVO,357650612874918,3425.0,15.0,3150.0,260.0,3425.0,0,0,0,0,3425.0,0.0,pix,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 3425 | 3425 pix | brinde 15
80,08/05/2026,IPHONE 17 PRO MAX 512GB SILVER NOVO,357329447631468,9900.0,0,9500.0,400.0,5400.0,0,0,0,4500.0,9900.0,0.0,pix+troca_aparelho,SIM,16 PRO DE 256 GB NA COR DESERT,4500.0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,BLOCO B,20,novo,,NAO,,valor da venda = 9900 | 5400 pix + 4500 troca
81,08/05/2026,IPHONE XR 64GB PRETO SEMINOVO,35308210166173,750.0,25.0,500.0,225.0,750.0,0,0,0,0,750.0,0.0,pix,NAO,,0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,BLOCO B,20,seminovo,,NAO,,valor da venda = 750 | 750 pix | brinde 25
82,09/05/2026,GALAXY TAB S10 FE NOVO,R5GL34HOBP,2680.0,70.0,2350.0,260.0,520.0,160.0,2000.0,0,0,2680.0,0.0,pix+dinheiro+cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2680 | 520 pix + 160 dinheiro + 2000 credito | brinde 70
83,09/05/2026,IPHONE 12 128GB AZUL SEMINOVO,353361731078373,1600.0,25.0,1300.0,275.0,375.0,0,1225.0,0,0,1600.0,0.0,pix+cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 1600 | 375 pix + 1225 credito | brinde 25
84,09/05/2026,IPHONE 13 PRO MAX 128GB DOURADO SEMINOVO,353869220959541,2940.0,25.0,2650.0,265.0,0,0,2940.0,0,0,2940.0,0.0,cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 2940 | 2940 credito | brinde 25
85,09/05/2026,IPHONE 13 PRO MAX 128GB DOURADO SEMINOVO,353967811367765,2900.0,5.0,2650.0,245.0,1800.0,0,0,0,1100.0,2900.0,0.0,pix+troca_aparelho,SIM,IPH 12 64GB,1100.0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 2900 | 1800 pix + 1100 troca | brinde 5
86,09/05/2026,IPHONE 17 PRO BRANCO NOVO,354289633906715,7600.0,0,7500.0,100.0,7600.0,0,0,0,0,7600.0,0.0,pix+pagamento_junto,NAO,,0,SIM,6,11750.0,0,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,"Pagto junto (Aparelho 1/2, total grupo R$ 11,750)",NAO,,grupo 6 (86 e 87): valor da venda = 7600 | 7600 pix = 7600 | grupo R$ 11750
87,09/05/2026,IPHONE 17E PRETO NOVO,351101750253834,4150.0,0,3700.0,450.0,4150.0,0,0,0,0,4150.0,0.0,pagamento_junto,NAO,,0,SIM,6,11750.0,0,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,"Pagto junto (Aparelho 2/2, total grupo R$ 11,750)",NAO,,grupo 6 (86 e 87): valor da venda = 4150 | 4150 pix = 4150 | grupo R$ 11750
88,09/05/2026,IPHONE 16 PRO 256GB DOURADO SEMINOVO,358876629642191,5000.0,15.0,4500.0,485.0,5000.0,0,0,0,0,5000.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,seminovo,,NAO,,valor da venda = 5000 | 5000 pix | brinde 15
89,09/05/2026,IPHONE 14 PRO MAX 128GB PRETO SEMINOVO,356703857557028,3650.0,25.0,3150.0,475.0,3650.0,0,0,0,0,3650.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,seminovo,,NAO,,valor da venda = 3650 | 3650 pix | brinde 25
90,09/05/2026,IPHONE 14 PRO ROXO SEMINOVO,350923388804337,2953.0,25.0,2700.0,228.0,0,0,2950.0,0,0,2950.0,3.0,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CELL,1,seminovo,,SIM,So extraiu: 2950 credito de 2953 → falta R$ 3 sem valor explicito no texto,
91,09/05/2026,IPHONE 14 LILAS 128GB  SEMINOVO,35142179914814,2350.0,15.0,2050.0,285.0,1850.0,0,0,0,0,1850.0,500.0,pix+troca_aparelho,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,SIM,So extraiu: 1850 pix de 2350 → falta R$ 500 sem valor explicito no texto,
92,09/05/2026,IPAD 11 (A16) 128GB BRANCO NOVO,MTGXKDV9QX,2650.0,75.0,2199.99,375.0,2650.0,0,0,0,0,2650.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,novo,,NAO,,valor da venda = 2650 | 2650 pix | brinde 75
93,09/05/2026,IPHONE 15 AZUL NOVO,355225774481521,4000.0,15.0,3600.0,385.0,2400.0,0,0,0,1600.0,4000.0,0.0,pix+troca_aparelho,SIM,IPHONE 13,1600.0,NAO,,,,Ruyter,85743f3e-1b32-49c0-9d9e-c16afd690f7d,CASES,19,novo,,NAO,,valor da venda = 4000 | 2400 pix + 1600 troca | brinde 15
94,09/05/2026,IPHONE 17E ROSA 256GB NOVO,357457921078326,3950.0,15.0,3650.0,285.0,2300.0,0,0,0,0,2300.0,1650.0,pix+troca_aparelho,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,,SIM,So extraiu: 2300 pix de 3950 → falta R$ 1650 sem valor explicito no texto,
95,09/05/2026,X8 PRO 256GB PRETO NOVO,866132085655102,2100.0,0,1900.0,200.0,2100.0,0,0,0,0,2100.0,0.0,pix,NAO,,0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,BLOCO B,20,novo,,NAO,,valor da venda = 2100 | 2100 pix
96,09/05/2026,IPHONE 15 PRO MAX 256GB NATURAL SEMINOVO,356511211655440,4150.0,25.0,3950.0,175.0,4150.0,0,0,0,0,4150.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 4150 | 4150 pix | brinde 25
97,09/05/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351668140692723,8618.0,10.0,8350.0,258.0,6618.0,0,0,0,2000.0,8618.0,0.0,pix+troca_aparelho,SIM,IPH 13 PRO 256GB VERDE,2000.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 8618 | 6618 pix + 2000 troca | brinde 10
98,09/05/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,350278026556389,4300.0,25.0,3950.0,325.0,3350.0,0,0,0,950.0,4300.0,0.0,pix+troca_aparelho,SIM,IPHONE 12 NA COR LILAS DE 64 GB,950.0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,BLOCO B,20,seminovo,,NAO,,valor da venda = 4300 | 3350 pix + 950 troca | brinde 25
99,09/05/2026,IPHONE 15 PRO MAX 512GB AZUL SEMINOVO,356371481303415,4550.0,0,4300.0,250.0,3050.0,0,0,0,1500.0,4550.0,0.0,pix+troca_aparelho,SIM,IPH 13 128GB AZUL,1500.0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 4550 | 3050 pix + 1500 troca
100,09/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,351205742681323,8650.0,0,8250.0,400.0,7300.0,0,0,0,5000.0,12300.0,-3650.0,pix+troca_aparelho,SIM,IPH 16 PRO MAX 256GB DESERT,5000.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,SIM,Extracao excede venda em R$ 3650: extraiu 7300 pix + 5000 troca = 12300 > venda 8650 → texto descreve pagamento de outros itens,
101,09/05/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,351205740164702,8650.0,0,8350.0,300.0,3650.0,0,0,0,5000.0,8650.0,0.0,pix+troca_aparelho+pagamento_junto,SIM,IPH 16 PRO MAX 256GB PRETO,5000.0,SIM,7,17300.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,"Pagto junto (Aparelho 2/2, total grupo R$ 17,300)",NAO,,grupo 7 (100 e 101): valor da venda = 8650 | 3650 pix + 5000 troca = 8650 | grupo R$ 17300
102,09/05/2026,REDMI NOTE 15 256GB PRETO NOVO,862315087076260,1302.0,10.0,1070.0,222.0,0,0,1302.0,0,0,1302.0,0.0,cartao_credito,NAO,,0,NAO,,,,Yasmin,e07d4d35-1381-4d4d-914d-8382a7456fdd,ONLINE,4,novo,,NAO,,valor da venda = 1302 | 1302 credito | brinde 10
103,09/05/2026,IPHONE 16 PRO 256GB PRETO SEMINOVO,357234294533959,4990.0,35.0,4500.0,455.0,2500.0,0,2490.0,0,0,4990.0,0.0,pix+cartao_credito+troca_aparelho,SIM,IPHONE X 256 GB PRETO (R$ 0),0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,Troca R$ 0,SIM,Troca R$ 0,valor da venda = 4990 | 2500 pix + 2490 credito (visa 18x (taxa 17.1%)) | brinde 35
104,10/05/2026,IPHONE 17 256GB AZUL LACRADO,356484794319885,4900.0,0,4800.0,100.0,4900.0,0,0,0,0,4900.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,novo,,NAO,,valor da venda = 4900 | 4900 pix
105,10/05/2026,IPHONE 16 PRO MAX DESERT 256GB SEMINOVO,358245525252036,5248.0,25.0,5000.0,223.0,2460.0,0,2788.0,0,0,5248.0,0.0,pix+cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 5248 | 2460 pix + 2788 credito | brinde 25
106,10/05/2026,IPHONE 17 PRO MAX 256GB LARANJA LACRADO,353497859462096,8700.0,135.0,8250.0,315.0,8700.0,0,0,0,0,8700.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,novo,,NAO,,valor da venda = 8700 | 8700 pix | brinde 135
107,10/05/2026,IPHONE 15 256GB PRETO SEMINOVO - GARANTIA,358388750991421,3400.0,30.0,2900.0,470.0,200.0,0,0,0,0,200.0,3200.0,pix+troca_aparelho,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,SIM,So extraiu: 200 pix de 3400 → falta R$ 3200 sem valor explicito no texto,
108,10/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,358594363316795,5500.0,25.0,5000.0,475.0,3500.0,0,0,0,2000.0,5500.0,0.0,pix+troca_aparelho,SIM,IPH 14 128GB AZUL,2000.0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 5500 | 3500 pix + 2000 troca | brinde 25
109,10/05/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,355988219563654,8600.0,15.0,8350.0,235.0,0,0,4650.0,0,3950.0,8600.0,0.0,cartao_credito+troca_aparelho+pagamento_junto,SIM,IPH 15 PRO MAX 256GB BRANCO,3950.0,SIM,8,17100.0,0,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,"Pagto junto (Aparelho 1/2, total grupo R$ 17,100)",NAO,,grupo 8 (109 e 110): valor da venda = 8600 | 4650 credito + 3950 troca = 8600 | grupo R$ 17100
110,10/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,358434704613065,8500.0,15.0,8250.0,235.0,0,0,6850.0,0,1650.0,8500.0,0.0,troca_aparelho+pagamento_junto,SIM,IPH 13 PRO MAX 128GB,1650.0,SIM,8,17100.0,0,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,"Pagto junto (Aparelho 2/2, total grupo R$ 17,100)",NAO,,grupo 8 (109 e 110): valor da venda = 8500 | 6850 credito + 1650 troca = 8500 | grupo R$ 17100
111,10/05/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,356371484863977,4150.0,0,4050.0,100.0,4150.0,0,0,0,0,4150.0,0.0,pix,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 4150 | 4150 pix
112,10/05/2026,IPHONE 16 PRO 256GB DESERT SEMINOVO,356295601102623,4750.0,0,4500.0,250.0,4750.0,0,0,0,0,4750.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 4750 | 4750 pix
113,10/05/2026,IPHONE 17 256GB PRETO NOVO,355559516499759,5000.0,25.0,4850.0,125.0,0,5000.0,0,0,0,5000.0,0.0,dinheiro,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 5000 | 5000 dinheiro | brinde 25
114,10/05/2026,NOTE 15 PRO 5G 256GB PRETO NOVO,863573082363500,2077.0,5.0,1750.0,322.0,2077.0,0,0,0,0,2077.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 2077 | 2077 pix | brinde 5
115,10/05/2026,IPHONE 14 PRO MAX 128GB ROXO SEMINOVO,357773240801309,3350.0,5.0,3150.0,195.0,3350.0,0,0,0,0,3350.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 3350 | 3350 pix | brinde 5
116,10/05/2026,IPHONE 15 128GB AZUL NOVO,355225773551647,4612.0,10.0,3700.0,902.0,4612.0,0,0,0,0,4612.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 4612 | 4612 pix | brinde 10
117,10/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,358434708446124,8550.0,10.0,8250.0,290.0,6700.0,0,0,0,1850.0,8550.0,0.0,pix+troca_aparelho,SIM,IPH 12 PRO MAX 128GB AZUL,1850.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 8550 | 6700 pix + 1850 troca | brinde 10
118,10/05/2026,IPHONE 15 PRO 256GB NATURAL SEMINOVO,354078643177411,3697.0,25.0,3180.0,492.0,0,0,3697.0,0,0,3697.0,0.0,cartao_credito,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 3697 | 3697 credito (visa 10x (taxa 10.9%)) | brinde 25
119,10/05/2026,IPHONE 17 256GB BRANCO NOVO,350418055419998,5430.0,68.0,4900.0,400.0,5430.0,0,0,0,0,5430.0,0.0,pix,NAO,,0,NAO,,,,Bianca,b4269e60-eea2-4eba-a34d-db9591e0ec83,CASES,19,novo,,NAO,,valor da venda = 5430 | 5430 pix | brinde 68
120,12/05/2026,POCO C85 256GB LILAS NOVO,864280087011840,1200.0,0,850.0,350.0,1200.0,0,0,0,0,1200.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 1200 | 1200 pix
121,12/05/2026,REALME NOTE 60X 128GB PRETO NOVO,862505072816619,720.0,0,615.0,105.0,0,0,720.0,0,0,720.0,0.0,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 720 | 720 credito (visa 3x (taxa 6.0%))
122,13/05/2026,IPHONE 17 PRO SILVER SEMINOVO,355500351194584,6900.0,50.0,6350.0,500.0,6900.0,0,0,0,0,6900.0,0.0,pix+pagamento_junto,NAO,,0,SIM,9,8850.0,0,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,"Pagto junto (Aparelho 1/2, total grupo R$ 8,850)",NAO,,grupo 9 (122 e 123): valor da venda = 6900 | 6900 pix = 6900 | grupo R$ 8850
123,13/05/2026,APPLE WATCH SE 3 STARLIGHT NOVO,D23PC63DYY,1950.0,0,1750.0,200.0,1950.0,0,0,0,0,1950.0,0.0,pix+pagamento_junto,NAO,,0,SIM,9,8850.0,0,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,"Pagto junto (Aparelho 2/2, total grupo R$ 8,850)",NAO,,grupo 9 (122 e 123): valor da venda = 1950 | 1950 pix = 1950 | grupo R$ 8850
124,13/05/2026,POCO C85 256GB PRETO LACRADO,861260081088468,1000.0,0,870.0,130.0,1000.0,0,0,0,0,1000.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,novo,,NAO,,valor da venda = 1000 | 1000 pix
125,13/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,357205984783526,5270.0,25.0,5000.0,245.0,5270.0,0,0,0,0,5270.0,0.0,pix,NAO,,0,NAO,,,,Yasmin,e07d4d35-1381-4d4d-914d-8382a7456fdd,ONLINE,4,seminovo,,NAO,,valor da venda = 5270 | 5270 pix | brinde 25
126,13/05/2026,IPHONE 15 PRO SEMINOVO NATURAL 128GB,355262962390305,3706.0,25.0,3100.0,551.0,0,0,3706.0,0,0,3706.0,0.0,cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 3706 | 3706 credito | brinde 25
127,13/05/2026,IPHONE 14 128GB BRANCO SEMINOVO,357950903092463,2250.0,5.0,2050.0,195.0,0,2250.0,0,0,0,2250.0,0.0,dinheiro,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 2250 | 2250 dinheiro | brinde 5
128,13/05/2026,IPHONE 14 128GB BRANCO SEMINOVO,354807372557538,2409.0,45.0,2050.0,314.0,0,0,2409.0,0,0,2409.0,0.0,outros,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 2409 | 2409 credito (visa 12x (taxa 12.1%)) | brinde 45 | arredondamento R$ -1.01
129,13/05/2026,REDMI 15C 256GB PRETO  NOVO,867754088428267,1000.0,0,840.0,160.0,0,0,0,0,0,0,1000.0,troca_aparelho,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,SIM,"Nada extraiu de 1000 → formas ""troca_aparelho"" sem valores no texto",
130,13/05/2026,IPHONE 17 PRO MAX 512GB AZUL NOVO,357247250248784,10242.0,60.0,9050.0,1132.0,5242.0,0,0,0,5000.0,10242.0,0.0,pix+troca_aparelho,SIM,IPH 16 PRO MAX 512GB PRETO,5000.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 10242 | 5242 pix + 5000 troca | brinde 60
131,14/05/2026,BOOMBOX 4 LARANJA NOVO,TL1937-BQ0009616,2500.0,0,2390.0,110.0,2500.0,0,0,0,0,2500.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2500 | 2500 pix
132,14/05/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,357173348275037,3600.0,25.0,3200.0,375.0,800.0,0,2800.0,0,0,3600.0,0.0,pix+cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 3600 | 800 pix + 2800 credito | brinde 25
133,14/05/2026,NOTE 13 5G 256GB PRETO NOVO,860698079480943,1050.0,0,950.0,100.0,1050.0,0,0,0,0,1050.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 1050 | 1050 pix
134,14/05/2026,TAB S6 LITE 128GB SEMINOVO PRETO,355835400444618,1350.0,20.0,900.0,430.0,200.0,0,1150.0,0,0,1350.0,0.0,pix+cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 1350 | 200 pix + 1150 credito (visa 10x (taxa 10.9%)) | brinde 20
135,14/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,355706423711715,5300.0,8.0,5000.0,292.0,3800.0,0,0,0,1500.0,5300.0,0.0,pix+troca_aparelho,SIM,IPH 13 128GB BRANCO,1500.0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 5300 | 3800 pix + 1500 troca | brinde 8
136,14/05/2026,IPHONE 14 PRO 128GB PRETO SEMINOVO,357442883839907,2910.0,15.0,2700.0,195.0,2710.0,200.0,0,0,0,2910.0,0.0,pix+dinheiro,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 2910 | 2710 pix + 200 dinheiro | brinde 15
137,14/05/2026,IPHONE 14 PRO MAX 128GB ROXO SEMINOVO,357397703170232,3250.0,0,3150.0,100.0,3250.0,0,0,0,0,3250.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 3250 | 3250 pix
138,14/05/2026,IPHONE 16 PLUS 128GB PRETO SEMINOVO,352726622496929,4225.0,25.0,3750.0,450.0,4225.0,0,0,0,0,4225.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 4225 | 4225 pix | brinde 25
139,14/05/2026,IPHONE 13 128GB ROSA SEMINOVO,,1911.0,25.0,1800.0,86.0,611.0,0,0,0,0,611.0,1300.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,Sem IMEI,SIM,So extraiu: 611 pix de 1911 → falta R$ 1300 sem valor explicito no texto; Sem IMEI,
140,15/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,351205741900807,8650.0,155.0,8050.0,445.0,8650.0,0,0,0,0,8650.0,0.0,pix,NAO,,0,NAO,,,,Yasmin,e07d4d35-1381-4d4d-914d-8382a7456fdd,ONLINE,4,novo,,NAO,,valor da venda = 8650 | 8650 pix | brinde 155
141,15/05/2026,IPHONE 11 128GB PRETO SEMINOVO,356460904622673,899.99,0,800.0,99.99,899.99,0,0,0,0,899.99,0.0,pix,NAO,,0,NAO,,,,Yasmin,e07d4d35-1381-4d4d-914d-8382a7456fdd,ONLINE,4,seminovo,,NAO,,valor da venda = 900 | 899.99 pix
