orig_linha,data,modelo,imei,valor_venda,brinde,custo,lucro,pix,dinheiro,cartao_credito,cartao_debito,troca_aparelho,soma_pagamentos,diferenca,formas_pgto,tem_troca,modelo_troca,valor_troca,pagto_junto,pagto_junto_grupo,pagto_junto_total,pagto_junto_restante,vendedor,vendedor_id,loja,loja_id,estado,observacao,precisa_revisao,motivo_revisao,entendimento
73,09/06/2026,IPHONE 16E 128GB BRANCO SEMINOVO,352638936490615,2600.0,25.0,2100.0,475.0,2100.0,0,0,0,0,2100.0,500.0,pix+dinheiro,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,SIM,So extraiu: 2100 pix de 2600 → falta R$ 500 sem valor explicito no texto,
74,09/06/2026,IPHONE 15 256GB PRETO SEMINOVO,359817430962252,3050.0,30.0,2900.0,120.0,1950.0,0,0,0,1100.0,3050.0,0.0,pix+troca_aparelho,SIM,IPHONE 12 256 VERMELHO,1100.0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 3050 | 1950 pix + 1100 troca | brinde 30
75,10/06/2026,SAMSUNG A55 256GB AZUL SEMINOVO,358543582779606,1000.0,25.0,700.0,275.0,1000.0,0,0,0,0,1000.0,0.0,pix,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 1000 | 1000 pix | brinde 25
76,10/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,252676520028144,3950.0,68.0,3700.0,182.0,3950.0,0,0,0,0,3950.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,CELL,1,seminovo,,NAO,,valor da venda = 3950 | 3950 pix | brinde 68
77,10/06/2026,IPAD 11° (A16) 128GB SILVER NOVO,L3CRQLVC2F,2441.0,70.0,2250.0,121.0,0,0,2441.0,0,0,2441.0,0.0,outros,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,CELL,1,novo,,NAO,,valor da venda = 2441 | 2441 credito | brinde 70
78,10/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351205745798025,7831.0,5.0,7650.0,176.0,7431.0,0,0,0,0,7431.0,400.0,pix+dinheiro,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,,SIM,So extraiu: 7431 pix de 7831 → falta R$ 400 sem valor explicito no texto,
79,10/06/2026,IPHONE 17 PRO MAX 256G LARANJA NOVO,359372358546422,7250.0,0,7150.0,100.0,7250.0,0,0,0,0,7250.0,0.0,pix,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,,NAO,,valor da venda = 7250 | 7250 pix
80,10/06/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,354210975025310,5350.0,25.0,4950.0,375.0,5350.0,0,0,0,0,5350.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,seminovo,,NAO,,valor da venda = 5350 | 5350 pix | brinde 25
81,10/06/2026,IPHONE 15 PRO 256GB TITANIO NATURAL SEMINOVO,354324413603719,3750.0,25.0,3250.0,475.0,3750.0,0,0,0,0,3750.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,seminovo,,NAO,,valor da venda = 3750 | 3750 pix | brinde 25
82,10/06/2026,NOTE 15 5G 256GB PRETO NOVO,865292089717067,1450.0,0,1380.0,70.0,1450.0,0,0,0,0,1450.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 1450 | 1450 pix
83,10/06/2026,IPHONE 17 256GB BRANCO NOVO,356146774825724,4800.0,0,4700.0,100.0,2140.0,0,0,0,2660.0,4800.0,0.0,pix+troca_aparelho,SIM,IPHONE 15 128GB ROSA,2660.0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 4800 | 2140 pix + 2660 troca
84,10/06/2026,IPHONE 11 64GB VERMELHO SEMINOVO,356572103379228,750.0,25.0,600.0,125.0,750.0,0,0,0,0,750.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 750 | 750 pix | brinde 25
85,10/06/2026,IPHONE 11 64GB PRETO SEMINOVO,35615721609444,700.0,0,600.0,100.0,700.0,0,0,0,0,700.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 700 | 700 pix
86,10/06/2026,IPHONE 13 PRO MAX 128GB VERDE SEMINOVO,355365665236921,3012.0,25.0,2600.0,387.0,2312.0,700.0,0,0,0,3012.0,0.0,pix+dinheiro,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 3012 | 2312 pix + 700 dinheiro | brinde 25
87,11/06/2026,IPHONE 13 128GB PRETO SEMINOVO,351084399943637,1950.0,0,1750.0,200.0,1950.0,0,0,0,0,1950.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 1950 | 1950 pix
88,11/06/2026,IPHONE 14 PLUS 256GB BRANCO SEMINOVO,356752985194154,2632.0,30.0,2300.0,302.0,0,0,2629.11,0,0,2629.11,2.89,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,SIM,So extraiu: 2629.11 credito de 2632 → falta R$ 3 sem valor explicito no texto,
89,11/06/2026,IPHONE 14 PLUS 128GB LILAS SEMINOVO,356752983703204,2650.0,25.0,2200.0,425.0,500.0,500.0,1650.0,0,0,2650.0,0.0,pix+dinheiro,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 2650 | 500 pix + 500 dinheiro + 1650 credito (visa 10x (taxa 10.9%)) | brinde 25
90,12/06/2026,POCO X8 PRO 256GB BRANCO NOVO,866132086776923,2180.0,0,2050.0,130.0,2180.0,0,0,0,0,2180.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2180 | 2180 pix
91,12/06/2026,IPHONE 14 128GB PRETO SEMINOVO,357769852580660,2350.0,42.0,1900.0,408.0,2350.0,0,0,0,0,2350.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,seminovo,,NAO,,valor da venda = 2350 | 2350 pix | brinde 42
92,12/06/2026,IPHONE 17 PRO 256GB BRANCO NOVO,357679991655465,7054.0,45.0,6750.0,259.0,3000.0,0,4054.0,0,0,7054.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7054 | 3000 pix + 4054 credito | brinde 45
93,12/06/2026,REDMI NOTE 15 5G 256GB ROXO LACRADO,865292089040460,1513.0,0,1400.0,113.0,1513.0,0,0,0,0,1513.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 1513 | 1513 pix
94,12/06/2026,IPHONE 14 256GB PRETO SEMINOVO,354155259200412,2300.0,25.0,2000.0,275.0,2300.0,0,0,0,0,2300.0,0.0,pix,NAO,,0,NAO,,,,Ana Beatriz,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 2300 | 2300 pix | brinde 25
95,12/06/2026,APPLE WATCH SÉRIE 11 42MM ROSE GOLD NOVO,LTC2HXQJRW,2480.0,0,2300.0,180.0,2480.0,0,0,0,0,2480.0,0.0,pix,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,,NAO,,valor da venda = 2480 | 2480 pix
96,12/06/2026,IPHONE 17 PRO 256GB LARANJA SEMINOVO,356661403706855,7100.0,40.0,6300.0,760.0,1000.0,0,6257.11,0,0,7257.11,-157.11,pix+cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,SIM,Extracao excede venda em R$ 157: extraiu 1000 pix + 6257.11 credito = 7257 > venda 7100 → texto descreve pagamento de outros itens,
97,12/06/2026,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,355777918114145,2775.0,25.0,2600.0,150.0,0,0,2775.0,0,0,2775.0,0.0,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 2775 | 2775 credito (elo 10x (taxa 11.9%)) | brinde 25
98,12/06/2026,IPHONE 15 PRO MAX 256GB NATURAL SEMINOVO,354934250608587,3950.0,25.0,3700.0,225.0,3950.0,0,0,0,0,3950.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 3950 | 3950 pix | brinde 25
99,12/06/2026,SAMSUNG A07 128GB PRETO NOVO,350272672458453,710.0,0,570.0,140.0,0,0,710.0,0,0,710.0,0.0,outros,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,novo,,NAO,,valor da venda = 710 | 710 credito (visa 4x (taxa 6.7%))
100,12/06/2026,SAMSUNG S10 FE 256GB GREY NOVO,R5GL33TWGS,2603.0,0,2449.0,154.0,1000.0,0,1603.0,0,0,2603.0,0.0,pix,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,novo,,NAO,,valor da venda = 2603 | 1000 pix + 1603 credito (visa 10x (taxa 10.9%))
101,12/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,359178372863168,7750.0,0,7470.0,280.0,7750.0,0,0,0,0,7750.0,0.0,pix,NAO,,0,NAO,,,,Camila,1d12d555-68e9-45f8-bfc0-a35a1d8d7920,CELL,1,novo,,NAO,,valor da venda = 7750 | 7750 pix
102,12/06/2026,IPHONE 12 VERMELHO 64GB SEMINOVO,35303611166370,1320.0,0,1150.0,170.0,1320.0,0,0,0,0,1320.0,0.0,pix,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 1320 | 1320 pix
103,13/06/2026,IPHONE 13 BRANCO 256GB SEMINOVO,358691732646082,2200.0,25.0,1900.0,275.0,2200.0,0,0,0,0,2200.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 2200 | 2200 pix | brinde 25
104,13/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,357275791173971,4000.0,0,3700.0,300.0,4000.0,0,0,0,0,4000.0,0.0,pix,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 4000 | 4000 pix
105,13/06/2026,IPHONE 16 PRO 128GB DESERT SEMINOVO,351895491457790,4500.0,0,4140.0,360.0,0,2200.0,0,0,2300.0,4500.0,0.0,dinheiro+troca_aparelho,SIM,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,2300.0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 4500 | 2200 dinheiro + 2300 troca
106,13/06/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,356744602694336,5400.0,0,4950.0,450.0,2499.0,0,0,0,0,2499.0,2901.0,pix+troca_aparelho,NAO,,0,NAO,,,,Angel,97f12885-87ad-426a-8bbb-656889d82e10,BLOCO B,20,seminovo,Vendedor Angel - pendente ID real,SIM,So extraiu: 2499 pix de 5400 → falta R$ 2901 sem valor explicito no texto; Vendedor Angel - pendente ID real,
107,13/06/2026,IPHONE 14 128GB PRETO SEMINOVO,351253189953664,2091.0,25.0,1900.0,166.0,1891.0,200.0,0,0,0,2091.0,0.0,pix+dinheiro,NAO,,0,NAO,,,,Ruyter,85743f3e-1b32-49c0-9d9e-c16afd690f7d,CASES,19,seminovo,,NAO,,valor da venda = 2091 | 1891 pix + 200 dinheiro | brinde 25
108,13/06/2026,IPHONE 13 PRO MAX 128GB PRETO SEMINOVO,351016090159006,2780.0,15.0,2600.0,165.0,2780.0,0,0,0,0,2780.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 2780 | 2780 pix | brinde 15
109,13/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,,8192.0,15.0,7670.0,507.0,3742.0,0,0,0,4450.0,8192.0,0.0,pix+troca_aparelho,SIM,IPH 16 PRO 256GB DESERT,4450.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,Sem IMEI,SIM,Sem IMEI,valor da venda = 8192 | 3742 pix + 4450 troca | brinde 15
110,14/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,358434709486764,9500.0,0,8800.0,700.0,0,0,4200.0,0,5300.0,9500.0,0.0,cartao_credito+troca_aparelho,SIM,IPH 14 PRO MAX ROXO 256GB; IPH 13 PRO 256GB,5300.0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 9500 | 4200 credito (visa 12x (taxa 12.1%)) + 5300 troca
111,14/06/2026,IPHONE 13 128GB PRETO SEMINOVO,356052832405030,1930.0,10.0,1750.0,170.0,1930.0,0,0,0,0,1930.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 1930 | 1930 pix | brinde 10
112,14/06/2026,IPHONE 17 PRO 256GB BRANCO NOVO,353407733508683,7424.0,10.0,6800.0,614.0,5524.0,0,0,0,1900.0,7424.0,0.0,pix+troca_aparelho,SIM,IPHONE 14 128GB,1900.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 7424 | 5524 pix + 1900 troca | brinde 10
113,14/06/2026,IPHONE 17 PRO MAX 512GB AZUL NOVO,,9592.0,25.0,8800.0,767.0,7592.0,0,0,0,2000.0,9592.0,0.0,pix+troca_aparelho,SIM,IPH 16 PRO MAX DESERT 512GB,2000.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,Sem IMEI,SIM,Sem IMEI,valor da venda = 9592 | 7592 pix + 2000 troca | brinde 25
114,14/06/2026,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,353967814106970,2830.0,25.0,2600.0,205.0,2830.0,0,0,0,0,2830.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 2830 | 2830 pix | brinde 25
115,16/06/2026,IPHONE 17E 256GB BRANCO NOVO,358835897106321,3900.0,0,3550.0,350.0,3900.0,0,0,0,0,3900.0,0.0,pix+pagamento_junto,NAO,,0,SIM,5,15600.0,0,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,"Pagto junto (Aparelho 1/4, total grupo R$ 15,600)",NAO,,grupo 5 (115 e 116 e 117 e 118): valor da venda = 3900 | 3900 pix = 3900 | grupo R$ 15600
116,16/06/2026,IPHONE 17E 256GB BRANCO NOVO,351101756151594,3900.0,0,3550.0,350.0,3900.0,0,0,0,0,3900.0,0.0,pagamento_junto,NAO,,0,SIM,5,15600.0,0,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,"Pagto junto (Aparelho 2/4, total grupo R$ 15,600)",NAO,,grupo 5 (115 e 116 e 117 e 118): valor da venda = 3900 | 3900 pix = 3900 | grupo R$ 15600
117,16/06/2026,IPHONE 17E 256GB BRANCO NOVO,357457926697914,3900.0,0,3550.0,350.0,3900.0,0,0,0,0,3900.0,0.0,pagamento_junto,NAO,,0,SIM,5,15600.0,0,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,"Pagto junto (Aparelho 3/4, total grupo R$ 15,600)",NAO,,grupo 5 (115 e 116 e 117 e 118): valor da venda = 3900 | 3900 pix = 3900 | grupo R$ 15600
118,16/06/2026,IPHONE 17E 256GB PRETO NOVO,358835898948200,3900.0,0,3600.0,300.0,3900.0,0,0,0,0,3900.0,0.0,pagamento_junto,NAO,,0,SIM,5,15600.0,0,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,"Pagto junto (Aparelho 4/4, total grupo R$ 15,600)",NAO,,grupo 5 (115 e 116 e 117 e 118): valor da venda = 3900 | 3900 pix = 3900 | grupo R$ 15600
119,16/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247251305757,7600.0,0,7450.0,150.0,2650.0,0,0,0,4950.0,7600.0,0.0,pix+troca_aparelho,SIM,16 PRO MAX DESERT 256GB,4950.0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,,NAO,,valor da venda = 7600 | 2650 pix + 4950 troca
120,16/06/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,,4075.0,0,3950.0,125.0,4040.0,0,0,0,0,4040.0,35.0,pix+dinheiro,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,Sem IMEI,SIM,So extraiu: 4040 pix de 4075 → falta R$ 35 sem valor explicito no texto; Sem IMEI,
121,17/06/2026,POCO X8 PRO MAX 512GB PRETO LACRADO,860534086155261,3150.0,5.0,3000.0,145.0,3150.0,0,0,0,0,3150.0,0.0,pix,NAO,,0,NAO,,,,Camila,1d12d555-68e9-45f8-bfc0-a35a1d8d7920,CELL,1,novo,,NAO,,valor da venda = 3150 | 3150 pix | brinde 5
122,17/06/2026,POCO PAD M1 256GB GRAY NOVO,71114/Y6PS00360,2050.0,155.0,1520.0,375.0,2050.0,0,0,0,0,2050.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2050 | 2050 pix | brinde 155
123,17/06/2026,IPHONE 17 PRO MAX 256GB SILVER SEMINOVO,35.524665.496195-2,7150.0,25.0,6600.0,525.0,2200.0,0,0,0,4950.0,7150.0,0.0,pix+troca_aparelho,SIM,IPHONE 16 PRO MAX 256GB,4950.0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,seminovo,,NAO,,valor da venda = 7150 | 2200 pix + 4950 troca | brinde 25
124,17/06/2026,LARK HOLLYLAND M2 NOVO,C6HX222JWYG,893.0,0,700.0,193.0,0,0,893.0,0,0,893.0,0.0,cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 893 | 893 credito
125,17/06/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,350270052493330,3562.0,45.0,3200.0,317.0,0,0,1712.0,0,1850.0,3562.0,0.0,outros,SIM,ENTRANDO 14 PLUS 128 GB VERMELHO A,1850.0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 3562 | 1712 credito (visa 5x (taxa 7.3%)) + 1850 troca | brinde 45
126,17/06/2026,IPHONE 14 PLUS 256GB BRANCO SEMINOVO,359893876795381,2400.0,0,2300.0,100.0,2400.0,0,0,0,0,2400.0,0.0,pix,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 2400 | 2400 pix
127,17/06/2026,IPHONE 15 128GB PRETO SEMINOVO,,2900.0,25.0,2660.0,215.0,1900.0,0,0,0,1000.0,2900.0,0.0,pix+troca_aparelho,SIM,IPH 13 PRO MAX,1000.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,Sem IMEI,SIM,Sem IMEI,valor da venda = 2900 | 1900 pix + 1000 troca | brinde 25
128,17/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,359652120714477,8080.0,25.0,7400.0,655.0,3930.0,0,0,0,4100.0,8030.0,50.0,pix+troca_aparelho,SIM,IPH 16 PRO MAX,4100.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,SIM,So extraiu: 3930 pix + 4100 troca de 8080 → falta R$ 50 sem valor explicito no texto,
129,17/06/2026,IPHONE 17 PRO 256GB SILVER NOVO,352574675156523,7250.0,50.0,6650.0,550.0,0,0,5850.42,0,0,5850.42,1399.58,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,SIM,So extraiu: 5850.42 credito de 7250 → falta R$ 1400 sem valor explicito no texto,
130,17/06/2026,SAMSUNG A56 256GB CINZA NOVO,354403794418663,2250.0,0,2200.0,50.0,2250.0,0,0,0,0,2250.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 2250 | 2250 pix
131,18/06/2026,IPHONE 16 128GB AZUL NOVO,354977708767778,4050.0,10.0,3900.0,140.0,4050.0,0,0,0,0,4050.0,0.0,pix,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,,NAO,,valor da venda = 4050 | 4050 pix | brinde 10
132,18/06/2026,IPAD 11 A16 WIFI 128GB SILVER NOVO,D210DTQ9XH,2503.0,0,2200.0,303.0,2503.0,0,0,0,0,2503.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,novo,,NAO,,valor da venda = 2503 | 2503 pix
133,19/06/2026,IPHONE 16 PRO 256GB PRETO SEMINOVO,352703945001967,4700.0,25.0,4400.0,275.0,0,0,4700.0,0,0,4700.0,0.0,cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 4700 | 4700 credito | brinde 25
134,19/06/2026,IPHONE 14 128GB BRANCO SEMINOVO,352236852663529,2100.0,25.0,1900.0,175.0,0,2100.0,0,0,0,2100.0,0.0,dinheiro,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,BALCAO,1,seminovo,,NAO,,valor da venda = 2100 | 2100 dinheiro | brinde 25
135,19/06/2026,XIAOMI 15T 512GB PRETO NOVO,866839081675401,3750.0,20.0,3600.0,130.0,3750.0,0,0,0,0,3750.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 3750 | 3750 pix | brinde 20
136,19/06/2026,NOTE 15 PRO PLUS 512GB NOVO,864509082904843,2480.0,0,2400.0,80.0,2480.0,0,0,0,0,2480.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 2480 | 2480 pix
137,19/06/2026,IPHONE 17 256GB VERDE NOVO,355989444640671,5380.0,130.0,4900.0,350.0,4180.0,0,0,0,1200.0,5380.0,0.0,pix+troca_aparelho,SIM,IPH 12 256GB PRETO,1200.0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 5380 | 4180 pix + 1200 troca | brinde 130
138,19/06/2026,IPHONE 17 256GB BRANCO NOVO,355989445638435,5386.0,10.0,4950.0,426.0,3186.0,0,0,0,2200.0,5386.0,0.0,pix+troca_aparelho,SIM,IPH 14 PRO ROXO,2200.0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,CELL,1,novo,,NAO,,valor da venda = 5386 | 3186 pix + 2200 troca | brinde 10
139,19/06/2026,IPHONE 16 PRO 128GB NATURAL SEMINOVO,356102153998111,4200.0,0,4050.0,150.0,4200.0,0,0,0,0,4200.0,0.0,pix,NAO,,0,NAO,,,,Ruyter,85743f3e-1b32-49c0-9d9e-c16afd690f7d,CASES,19,seminovo,,NAO,,valor da venda = 4200 | 4200 pix
140,19/06/2026,IPHONE 14 PRO MAX 128GB SEMINOVO,356041406297774,3200.0,0,3075.0,125.0,3200.0,0,0,0,0,3200.0,0.0,pix,NAO,,0,NAO,,,,Camila,1d12d555-68e9-45f8-bfc0-a35a1d8d7920,CELL,1,seminovo,,NAO,,valor da venda = 3200 | 3200 pix
141,19/06/2026,IPHONE 11 64GB PRETO SEMINOVO,35117477721195,730.0,0,600.0,130.0,730.0,0,0,0,0,730.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 730 | 730 pix
142,19/06/2026,IPHONE 17 PRO MAX 256GB BRANCO SEMINOVO,350247152428044,6850.0,10.0,6600.0,240.0,2750.0,0,0,0,4100.0,6850.0,0.0,pix+troca_aparelho,SIM,IPH 15 PRO MAX,4100.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 6850 | 2750 pix + 4100 troca | brinde 10
143,19/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,351503402247645,4000.0,10.0,3800.0,190.0,0,0,0,0,4500.0,4500.0,-500.0,pix+troca_aparelho+pagamento_junto,SIM,IPHONE 12; S24 ULTRA,4500.0,SIM,6,9100.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 1/2, total grupo R$ 9,100)",SIM,"Pagto grupo 6 (total R$ 9100): extraiu 4500 troca deste device, restante R$ 0 compartilhado no grupo",grupo 6 (143 e 144): valor da venda = 4000 | 4500 troca = 4500 | grupo R$ 9100
144,19/06/2026,IPHONE 16 PRO MAX NATURAL SEMINOVO,3563088688131377,5100.0,15.0,4800.0,285.0,5100.0,0,0,0,0,5100.0,0.0,pagamento_junto,NAO,,0,SIM,6,9100.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 2/2, total grupo R$ 9,100)",NAO,,grupo 6 (143 e 144): valor da venda = 5100 | 5100 pix = 5100 | grupo R$ 9100
