DATA,MODELO,IMEI,VALOR DE VENDA,BRINDE,CUSTO APARELHO,FORMA DE PAGAMENTO,VALOR LIQUIDO,LUCRO,MÊS,ANO,VENDEDOR,LOJA
10/05/2026,IPHONE 14 PRO MAX 128GB ROXO SEMINOVO,35 777324 0801309,"R$ 3.350,00","R$ 5,00","R$ 3.150,00",PIX,,"R$ 195,00",mai,26,Higor Guedes,CELL
10/05/2026,IPHONE 15 128GB AZUL NOVO,355225773551647,"R$ 4.612,00","R$ 10,00","R$ 3.700,00","PIX R$ 1.200,00 / PIX R$ 3.412,00",,"R$ 902,00",mai,26,Higor Guedes,CELL
10/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,358434708446124,"R$ 8.550,00","R$ 10,00","R$ 8.250,00","PIX R$ 6.000,00 / PIX R$ 700,00 / ENTRADA IPH 12 PRO MAX 128GB AZUL R$ 1.850,00",,"R$ 290,00",mai,26,Higor Guedes,CELL
10/05/2026,IPHONE 15 PRO 256GB NATURAL SEMINOVO,35 407864 317741 1,"R$ 3.697,00","R$ 25,00","R$ 3.180,00","CARTÃO: 4.150,00 em 10x",,"R$ 492,00",mai,26,Guilherme,BLOCO B
10/05/2026,IPHONE 17 256GB BRANCO NOVO,350418055419998,"R$ 5.430,00","R$ 68,00","R$ 4.900,00",PIX (um dos pix foi feito na conta Itaú da case),,"R$ 400,00",mai,26,Bianca,CASES
12/05/2026,POCO C85 256GB LILAS NOVO,864280087011840,"R$ 1.200,00",R$ -,"R$ 850,00",PIX,,"R$ 350,00",mai,26,Higor Guedes,CELL
12/05/2026,REALME NOTE 60X 128GB PRETO NOVO,862505072816619,"R$ 720,00",R$ -,"R$ 615,00",765.55 CREDITO 3X,,"R$ 105,00",mai,26,Ronald,CASES
13/05/2026,IPHONE 17 PRO SILVER SEMINOVO,355500351194584,"R$ 6.900,00","R$ 50,00","R$ 6.350,00","PIX R$ 8.850,00 - PAGAMENTO JUNTO APARELHO 1",,"R$ 500,00",mai,26,Ronald,CASES
13/05/2026,APPLE WATCH SE 3 STARLIGHT NOVO,D23PC63DYY,"R$ 1.950,00",R$ -,"R$ 1.750,00",PIX - PAGAMENTO JUNTO APARELHO 2,,"R$ 200,00",mai,26,Ronald,CASES
13/05/2026,POCO C85 256GB PRETO LACRADO,861260081088468,"R$ 1.000,00",R$ -,"R$ 870,00",PIX,,"R$ 130,00",mai,26,RENATA,CELL
13/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,35 720598 4783526,"R$ 5.270,00","R$ 25,00","R$ 5.000,00",PIX,,"R$ 245,00",mai,26,Yasmin,ONLINE
13/05/2026,IPHONE 15 PRO SEMINOVO NATURAL 128GB,35 526296239030 5,"R$ 3.706,00","R$ 25,00","R$ 3.100,00","3706,00 cartão de crédito 10x",,"R$ 551,00",mai,26,MARCELA,ONLINE
13/05/2026,IPHONE 14 128GB BRANCO SEMINOVO,357950903092463,"R$ 2.250,00","R$ 5,00","R$ 2.050,00",DINHEIRO,,"R$ 195,00",mai,26,RENAN,BLOCO B
13/05/2026,IPHONE 14 128GB BRANCO SEMINOVO,35 480737 255753 8,"R$ 2.409,00","R$ 45,00","R$ 2.050,00","1.500,00 em 12x / 1.241,76 em 12x",,"R$ 314,00",mai,26,Guilherme,BLOCO B
13/05/2026,REDMI 15C 256GB PRETO  NOVO,867754088428267,"R$ 1.000,00",R$ -,"R$ 840,00","Downgrade FELIPE  VOLTOU 5.900,00 - IPH 17 PRO MAX 256GB LARANJA R$ 6.900,00",,"R$ 160,00",mai,26,Ronald,CASES
13/05/2026,IPHONE 17 PRO MAX 512GB AZUL NOVO,357247250248784,"R$ 10.242,00","R$ 60,00","R$ 9.050,00","PIX R$ 5.242,00 / ENTRADA IPH 16 PRO MAX 512GB PRETO R$ 5.000,00",,"R$ 1.132,00",mai,26,Higor Guedes,CELL
14/05/2026,BOOMBOX 4 LARANJA NOVO,TL1937-BQ0009616,"R$ 2.500,00",R$ -,"R$ 2.390,00",PIX,,"R$ 110,00",mai,26,MARCELA,ONLINE
14/05/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,35 717334 827503 7,"R$ 3.600,00","R$ 25,00","R$ 3.200,00","PIX R$ 800,00 / R$ 2.800,00 CARTAO EM 10X",,"R$ 375,00",mai,26,MARCELA,ONLINE
14/05/2026,NOTE 13 5G 256GB PRETO NOVO,860698079480943,"R$ 1.050,00",R$ -,"R$ 950,00",PIX,,"R$ 100,00",mai,26,Ronald,CASES
14/05/2026,TAB S6 LITE 128GB SEMINOVO PRETO,355835400444618,"R$ 1.350,00","R$ 20,00","R$ 900,00","R$ 200,00 PIX / R$ 1.290,00 CREDITO 10X",,"R$ 430,00",mai,26,Ronald,CASES
14/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,355706423711715,"R$ 5.300,00","R$ 8,00","R$ 5.000,00","R$ 3.800 PIX / ENTRADA IPH 13 128GB BRANCO R$ 1.500,00",,"R$ 292,00",mai,26,RENAN,BLOCO B
14/05/2026,IPHONE 14 PRO 128GB PRETO SEMINOVO,357442883839907,"R$ 2.910,00","R$ 15,00","R$ 2.700,00","R$200 dinheiro + R$2710,00 pix",,"R$ 195,00",mai,26,RENAN,BLOCO B
14/05/2026,IPHONE 14 PRO MAX 128GB ROXO SEMINOVO,35 739770 3170232,"R$ 3.250,00",R$ -,"R$ 3.150,00",PIX,,"R$ 100,00",mai,26,Higor Guedes,CELL
14/05/2026,IPHONE 16 PLUS 128GB PRETO SEMINOVO,35 272662 2496929,"R$ 4.225,00","R$ 25,00","R$ 3.750,00",PIX,,"R$ 450,00",mai,26,Higor Guedes,CELL
14/05/2026,IPHONE 13 128GB ROSA SEMINOVO,,"R$ 1.911,00","R$ 25,00","R$ 1.800,00","R$ 1.300,00 / PIX R$ 611,00",,"R$ 86,00",mai,26,Higor Guedes,CELL
15/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,351205741900807,"R$ 8.650,00","R$ 155,00","R$ 8.050,00","240,00 pix / 10,00 pix / 8.400,00 pix",,"R$ 445,00",mai,26,Yasmin,ONLINE
15/05/2026,IPHONE 11 128GB PRETO SEMINOVO,35 646090 4622673,"R$ 899,99",R$ -,"R$ 800,00",PIX,,"R$ 99,99",mai,26,Yasmin,ONLINE
15/05/2026,IPHONE 17 PRO LARANJA 256GB NOVO,354289632484698,"R$ 8.500,00","R$ 8,00","R$ 8.250,00","R$ 30.500,00 PIX  (PAGAMENTO JUNTO APARELHO 1)",,"R$ 242,00",mai,26,RENAN,BLOCO B
15/05/2026,IPHONE 17 PRO 256GB LARANJA NOVO,352001998377479,"R$ 8.500,00","R$ 8,00","R$ 8.250,00",PIX (PAGAMENTO JUNTO APARELHO 2),,"R$ 242,00",mai,26,RENAN,BLOCO B
15/05/2026,MACBOOK AIR M4 256GB SILVER NOVO,L1FL9LNFH1,"R$ 6.750,00",R$ -,"R$ 6.500,00",PIX (PAGAMENTO JUNTO APARELHO 3),,"R$ 250,00",mai,26,RENAN,BLOCO B
15/05/2026,MACBOOK AIR M4 SILVER 256GB NOVO,D9XGF2JP9X,"R$ 6.750,00",R$ -,"R$ 6.500,00",PIX (PAGAMENTO JUNTO APARELHO 4),,"R$ 250,00",mai,26,RENAN,BLOCO B
15/05/2026,IPHONE 17 PRO MAX 256GB LARANJA SEMINOVO,359912580728338,"R$ 7.700,00","R$ 5,00","R$ 6.900,00","1000,00 pix 1700,00 no cartão em 3x e 5000,00 referente a entrada do 16 pro Max seminovo",,"R$ 795,00",mai,26,MARCELA,ONLINE
15/05/2026,IPAD 11° A16 128GB AZUL NOVO,H64RQG50Y0,"R$ 2.500,00","R$ 120,00","R$ 2.090,00","R$ 4.700,00 PIX (PAGAMENTO JUNTO APARELHO 1)",,"R$ 200,00",mai,26,MARCELA,ONLINE
15/05/2026,IPAD 11° A16 128GB AZUL NOVO,G23024PVDT,"R$ 2.200,00","R$ 10,00","R$ 2.090,00",PIX (PAGAMENTO JUNTO APARELHO 2),,"R$ 100,00",mai,26,MARCELA,ONLINE
15/05/2026,IPHONE 15 128GB PRETO SEMINOVO,35 605449287094 1,"R$ 2.930,00","R$ 5,00","R$ 2.750,00","830,00 pix /2100,00 pix",,"R$ 175,00",mai,26,MARCELA,ONLINE
15/05/2026,IPHONE 13 PRO 128GB GRAFITE SEMINOVO,,"R$ 2.500,00","R$ 15,00","R$ 2.350,00","Downgrade (Filipe pagou 950,00 pro cliente",,"R$ 135,00",mai,26,MARCELA,ONLINE
15/05/2026,IPHONE 17 256GB VERDE NOVO,355989441325235,"R$ 5.085,00","R$ 25,00","R$ 4.850,00","R$ 130,00 PIX/ R$ 1.000,00 CREDITO 9X/ R$ 4.000,00 CREDITO 9X",,"R$ 210,00",mai,26,Ronald,CASES
15/05/2026,IPHONE 15 PRO MAX 256GB NATURAL SEMINOVO,350278024027409,"R$ 4.100,00",R$ -,"R$ 4.000,00",PIX,,"R$ 100,00",mai,26,Ronald,CASES
15/05/2026,POCO X7 PRO 256GB PRETO NOVO,869471081130380,"R$ 2.075,00",R$ -,"R$ 1.750,00","PIX R$ 2.150,00 / PIX R$ 2.000,00 (PAGAMENTO JUNTO APARELHO 1)",,"R$ 325,00",mai,26,Higor Guedes,CELL
15/05/2026,POCO X7 PRO 256GB PRETO NOVO,869471081096821,"R$ 2.075,00",R$ -,"R$ 1.750,00",PAGAMENTO JUNTO APARELHO 2,,"R$ 325,00",mai,26,Higor Guedes,CELL
15/05/2026,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,359481988717053,"R$ 3.070,00","R$ 115,00","R$ 2.600,00","290,00 pix / 500,00 pix / 2280 em 10x",,"R$ 355,00",mai,26,MARCELA,ONLINE
16/05/2026,IPHONE 13 128GB PRETO SEMINOVO,35 209467 1123856,"R$ 2.000,00","R$ 25,00","R$ 1.800,00","800,00 pix / 1.200,00 crédito",,"R$ 175,00",mai,26,Yasmin,ONLINE
16/05/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,355224258492153,"R$ 8.300,00","R$ 15,00","R$ 8.170,00","50,00 pix / 8.250,00 crédito",,R$ -,mai,26,Yasmin,ONLINE
16/05/2026,IPHONE 16 PRO MAX 256GB  PRETO SEMINOVO,35 759087 235240 5,"R$ 5.300,00","R$ 15,00","R$ 5.000,00","PEGANDO IPHONE 16 PRO 128GB PRO 4.350,00/R$950,00 PIX",,"R$ 285,00",mai,26,Bianca,CASES
16/05/2026,IPHONE 17 PRO 256GB SILVER NOVO,352001996607349,"R$ 7.650,00",R$ -,"R$ 7.450,00",PIX,,"R$ 200,00",mai,26,Ronald,CASES
16/05/2026,IPHONE 15 PRO 256GB PRETO SEMINOVO,359370793687157,"R$ 3.721,00","R$ 20,00","R$ 3.400,00",PIX,,"R$ 301,00",mai,26,Ronald,CASES
16/05/2026,IPHONE 14 PRO MAX 128GB GOLD SEMINOVO,360236730466835,"R$ 3.350,00",R$ -,"R$ 3.150,00","ENTRADA IPH 13 PRO R$ 2.100,00 / PIX R$ 1.250,00",,"R$ 200,00",mai,26,Ronald,CASES
16/05/2026,IPHONE 16 PRO MAX 512GB DESERT SEMINOVO,35 762631 966695 5,"R$ 5.700,00",R$ -,"R$ 5.700,00","R$7900 pix / sendo R$300 de acessório  (PAGAMENTO JUNTO, APARELHO 1)",,R$ -,mai,26,RENAN,BLOCO B
16/05/2026,IPHONE 12 PRO 256GB PRETO SEMINOVO,35 668211 687735 3,"R$ 1.900,00",R$ -,"R$ 1.900,00",PAGAMENTO JUNTO APARELHO 2,,R$ -,mai,26,RENAN,BLOCO B
16/05/2026,APPLE WATCH SE GEN 2 44MM MIDNIGHT NOVO,J4JVW5XVJV,"R$ 2.050,00",R$ -,"R$ 1.800,00",PIX,,"R$ 250,00",mai,26,RENAN,BLOCO B
16/05/2026,IPHONE 11 PRO MAX 256GB VERDE SEMINOVO,35 390610 256016 7,"R$ 1.250,00","R$ 25,00","R$ 900,00",PIX,,"R$ 325,00",mai,26,Guilherme,BLOCO B
16/05/2026,IPHONE 16 128GB VERDE SEMINOVO,35 788459 614286 5,"R$ 3.750,00","R$ 25,00","R$ 3.450,00","2000 PIX /  1842,11 Cartão em 2x",,"R$ 275,00",mai,26,Guilherme,BLOCO B
16/05/2026,IPHONE 15 128GB AZUL SEMINOVO,35 016964 2018823,"R$ 3.000,00","R$ 25,00","R$ 2.750,00","PIX R$ 2.900,00 / PIX R$ 50,00 / PIX R$ 50,00",,"R$ 225,00",mai,26,Higor Guedes,CELL
16/05/2026,IPHONE 17 256GB PRETO LACRADO,35 874863 876075 3,"R$ 5.180,00","R$ 30,00","R$ 4.800,00","iphone 13 128GB preto de entrada no valor de R$ 1.600,00 / PIX de R$ 3.500,00 / PIX de R$ 80,00",,"R$ 350,00",mai,26,RENATA,CELL
17/05/2026,IPHONE 17 256GB VERDE NOVO,35 86192283507 86,"R$ 4.950,00","R$ 30,00","R$ 4.800,00",PIX,,"R$ 120,00",mai,26,Bianca,CASES
17/05/2026,IPAD 11° A16 128GB SILVER NOVO,LC7KGJGWKT,"R$ 2.300,00","R$ 5,00","R$ 2.160,00",PIX,,"R$ 135,00",mai,26,MARCELA,ONLINE
17/05/2026,IPHONE 17 256GB BRANCO NOVO,358736463822764,"R$ 5.240,00","R$ 188,00","R$ 302,00","5040,00 pix /200,00 pix",,"R$ 302,00",mai,26,MARCELA,ONLINE
17/05/2026,IPHONE 13 PRO MAX VERDE 256GB SEMINOVO,350249441757480,"R$ 3.250,00","R$ 50,00","R$ 2.900,00","1.750,00 PIX/ 1.500,00 PIX",,"R$ 300,00",mai,26,Ronald,CASES
17/05/2026,IPHONE 17 256GB BRANCO NOVO,352824562111135,"R$ 4.950,00",R$ -,"R$ 4.750,00","4.433,22 CREDITO 10X",,"R$ 200,00",mai,26,Ronald,CASES
17/05/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,355319547611678,"R$ 4.200,00","R$ 20,00","R$ 4.000,00","1.400,00 PIX/ 50,00 DINHEIRO",,"R$ 180,00",mai,26,Ronald,CASES
17/05/2026,IPHONE 17 PRO 256GB SILVER NOVO,35 428963 8327115,"R$ 8.000,00",R$ -,"R$ 7.450,00",R$8000 no crédito,,"R$ 550,00",mai,26,RENAN,BLOCO B
17/05/2026,POCO X7 PRO 512GB VERDE NOVO,868311089900940,"R$ 2.150,00",R$ -,"R$ 1.990,00","500,00 PIX/ 1.877,13 CREDITO 12X",,"R$ 160,00",mai,26,Ronald,CASES
17/05/2026,IPHONE 17 PRO 256GB BRANCO NOVO,353739723292955,"R$ 7.600,00",R$ -,"R$ 7.450,00",PIX,,"R$ 150,00",mai,26,Ronald,CASES
17/05/2026,IPHONE 17 256GB NOVO BRANCO,352824563558946,"R$ 5.130,00","R$ 140,00","R$ 4.750,00","180,00 PIX / 5.631,40 CREDITO 12X",,"R$ 240,00",mai,26,Ronald,CASES
17/05/2026,IPHONE 17 PRO 256GB AZUL SEMINOVO,356839674078168,"R$ 6.800,00","R$ 20,00","R$ 6.400,00","3.680,00 PIX/ 220,00 DINHEIRO / ENTRADA IPH 15 R$ 2.900,00",,"R$ 380,00",mai,26,Ronald,CASES
17/05/2026,IPHONE 13 PRO 256GB VERDE SEMINOVO,35 664915 079366 3,"R$ 2.800,00","R$ 50,00","R$ 2.450,00",PIX,,"R$ 300,00",mai,26,Guilherme,BLOCO B
17/05/2026,APPLE WATCH SERIE 11 ROSE GOLD NOVO,KF97P7XLWD,"R$ 2.500,00",R$ -,"R$ 2.250,00",PIX,,"R$ 250,00",mai,26,Higor Guedes,CELL
17/05/2026,IPAD 11 128GB AZUL NOVO,H7DR2GQ4ND,"R$ 2.210,00",R$ -,"R$ 2.090,00",PIX,,"R$ 120,00",mai,26,Higor Guedes,CELL
17/05/2026,IPAD 11 128GB AMARELO NOVO,H9K6QY9X17,"R$ 2.650,00","R$ 100,00","R$ 2.090,00",PIX,,"R$ 460,00",mai,26,Higor Guedes,CELL
17/05/2026,IPHONE 12 128GB PRETO SEMINOVO,35 642767 3422437,"R$ 1.702,00","R$ 25,00","R$ 1.250,00","PIX R$ 1302,00 / PIX R$ 400,00",,"R$ 427,00",mai,26,Higor Guedes,CELL
17/05/2026,IPHONE 15 128GB ROSA SEMINOVO,35 605449 117666 2,"R$ 2.896,00","R$ 25,00","R$ 2.750,00","PIX R$ 2.200,00 / PIX R$ 646,00 / PIX R$ 50,00",,"R$ 121,00",mai,26,Higor Guedes,CELL
17/05/2026,IPHONE 12 128GB AZUL SEMINOVO,35 715881 99084 14,"R$ 1.450,00","R$ 25,00","R$ 1.250,00","R$ 270,00 Pix + R$ 1.180,00 Pix",,"R$ 175,00",mai,26,ANGEL,CASES
17/05/2026,IPHONE 16 PRO 256GB NATURAL SEMINOVO,35 828272 2955921,"R$ 4.800,00","R$ 10,00","R$ 4.500,00",PIX,,"R$ 290,00",mai,26,Higor Guedes,CELL
19/05/2026,REDMI NOTE 15 5G 256GB PRETO NOVO,865292085370085,"R$ 1.565,00","R$ 10,00","R$ 1.320,00",PIX,,"R$ 235,00",mai,26,Higor Guedes,CELL
19/05/2026,NOTE 14 256GB PRETO LACRADO,864093078872249,"R$ 1.200,00",R$ -,"R$ 1.050,00",PIX,,"R$ 150,00",mai,26,RENATA,CELL
19/05/2026,IPHONE 13 PRO MAX 128GB VERDE SEMINOVO,35 001904 963020 1,"R$ 2.939,00","R$ 65,00","R$ 2.600,00",PIX,,"R$ 274,00",mai,26,MARCELA,ONLINE
19/05/2026,BOOMBOX 4 LARANJA NOVO,TL1973-BQ0009594,"R$ 2.500,00",R$ -,"R$ 2.390,00",PIX,,"R$ 110,00",mai,26,MARCELA,ONLINE
19/05/2026,IPAD AIR M3 11 256GB AZUL NOVO,M4C404M6R6,"R$ 5.200,00",R$ -,"R$ 5.050,00",CREDITO 1X (PAGAMENTO JUNTO APARELHO 1),,"R$ 150,00",mai,26,MARCELA,ONLINE
19/05/2026,IPHONE 17 PRO MAX AZUL NOVO,CQHPQG449Y,"R$ 8.300,00","R$ 15,00","R$ 8.140,00",CREDITO 1X (PAGAMENTO JUNTO APARELHO 2),,"R$ 145,00",mai,26,MARCELA,ONLINE
19/05/2026,IPAD 11° (A16) 128GB AMARELO NOVO,,"R$ 2.297,00","R$ 30,00","R$ 2.090,00",CARTAO 5X,,"R$ 177,00",mai,26,MARCELA,ONLINE
19/05/2026,IPHONE 17 PRO MAX 512GB AZUL NOVO,357329447819436,"R$ 9.801,00",R$ -,"R$ 9.050,00","CARTÃO DE CRÉDITO - 10X R$ 1.100,00",,"R$ 751,00",mai,26,LUIZ HENRIQUE,CELL
19/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,355138326274957,"R$ 5.400,00","R$ 15,00","R$ 5.150,00","DINHEIRO R$ 400,00 + PIX R$ 5.000,00",,"R$ 235,00",mai,26,LUIZ HENRIQUE,CELL
19/05/2026,IPHONE 16 128GB PRETO NOVO,3594,"R$ 4.395,00","R$ 115,00","R$ 4.050,00","2150,00 cartão 8x /500,00 pix /145 pix /1600,00 a entrada de um 13 seminovo",,"R$ 230,00",mai,26,MARCELA,ONLINE
19/05/2026,IPAD 11 (A16) 128GB ROSA NOVO,JOK9N9RQM5,"R$ 2.375,00","R$ 60,00","R$ 2.090,00","2300,00 crédito 12x /75 pix",,"R$ 225,00",mai,26,MARCELA,ONLINE
19/05/2026,IPHONE 13 128GB PRETO NOVO,353306207461637,"R$ 2.850,00","R$ 20,00","R$ 2.700,00",PIX,,"R$ 130,00",mai,26,Ronald,CASES
19/05/2026,IPHONE 15 256GB PRETO SEMINOVO,356942572731144,"R$ 3.200,00","R$ 25,00","R$ 2.900,00","1.500,00 PIX / ENTRADA IPH 13 128GB PRETO R$ 1.700",,"R$ 275,00",mai,26,Ronald,CASES
19/05/2026,IPHONE 17 PRO SILVER 256GB SEMINOVO,356697786132668,"R$ 6.800,00","R$ 25,00","R$ 6.100,00","3.400,00 DINHEIRO / ENTRADA IPH 15 PRO 256GB R$ 3.400,00",,"R$ 675,00",mai,26,Ronald,CASES
19/05/2026,IPHONE 13 PRO MAX 256GB DOURADO SEMINOVO,35 159624 032854 4,"R$ 3.250,00","R$ 50,00","R$ 2.900,00",DINHEIRO,,"R$ 300,00",mai,26,Guilherme,BLOCO B
19/05/2026,IPAD 11 128GB SILVER SEMINOVO,DY02NX9J6V,"R$ 2.490,00","R$ 75,00","R$ 2.160,00",DINHEIRO,,"R$ 255,00",mai,26,Guilherme,BLOCO B
19/05/2026,APPLE PENCIL USB-C BRANCO SEMINOVO,DV2GQYL2VR,"R$ 780,00",R$ -,"R$ 630,00",DINHEIRO,,"R$ 150,00",mai,26,Guilherme,BLOCO B
19/05/2026,IPHONE XS 256GB PRETO SEMINOVO,35 304809 348811 4,"R$ 775,00","R$ 40,00","R$ 350,00",PIX,,"R$ 385,00",mai,26,Guilherme,BLOCO B
19/05/2026,IPHONE 12 PRO 256GB BRANCO SEMINOVO,35 3074114042706,"R$ 2.200,00","R$ 8,00","R$ 1.900,00",PIX,,"R$ 292,00",mai,26,ANGEL,CASES
19/05/2026,IPHONE 17 PRO MAX LARANJA 2 TB NOVO,350025974181243,"R$ 12.719,00","R$ 25,00","R$ 11.800,00",PIX,,"R$ 894,00",mai,26,Higor Guedes,CELL
20/05/2026,BOOMBOX 4 PRETA SEMINOVO,TL1876-JP0086240,"R$ 2.350,00",R$ -,"R$ 2.350,00",DINHEIRO,,R$ -,mai,26,MARCELA,ONLINE
20/05/2026,IPHONE 14 128GB PRETA SEMINOVO,35 901453 650996 9,"R$ 2.350,00","R$ 25,00","R$ 2.000,00",PIX,,"R$ 325,00",mai,26,RENATA,CELL
20/05/2026,BOOMBOX 4 LARANJA NOVO,TL1973-BQ0009916,"R$ 2.450,00",R$ -,"R$ 2.390,00",PIX,,"R$ 60,00",mai,26,MARCELA,CASES
20/05/2026,REDMI PAD 2 256GB PRETO NOVO,65577/W6N400397,"R$ 1.500,00",R$ -,"R$ 1.200,00",R$1500 no crédito em 3x,,"R$ 300,00",mai,26,RENAN,BLOCO B
20/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247257122859,"R$ 8.400,00","R$ 25,00","R$ 8.000,00","PIX 7900,00 / ENTRADA IPH 11 PRO MAX 512GB R$ 500,00",,"R$ 375,00",mai,26,Higor Guedes,CELL
20/05/2026,IPAD 11 128GB SILVER NOVO,MPNH609W5X,"R$ 2.850,00","R$ 150,00","R$ 2.160,00",DINHEIRO,,"R$ 540,00",mai,26,Camila,CELL
20/05/2026,IPHONE 11 128GB VERMELHO SEMINOVO,35 299111 554513 3,"R$ 1.050,00","R$ 25,00","R$ 800,00",PIX,,"R$ 225,00",mai,26,Guilherme,BLOCO B
20/05/2026,POCO X8 PRO MAX 512GB PRETO SEMINOVO,860534087542582,"R$ 3.300,00",R$ -,"R$ 3.200,00",PIX,,"R$ 100,00",mai,26,Ronald,CASES
20/05/2026,MAC AIR M5 16 512GB SILVER NOVO,JYW40659KX,"R$ 7.550,00","R$ 50,00","R$ 6.800,00",PIX,,"R$ 750,00",mai,26,Ruyter,CASES
21/05/2026,REDMI PAD 2 256GB SPACE GRAY NOVO,65577/W6PT05147,"R$ 1.655,00","R$ 90,00","R$ 1.200,00",PIX,,"R$ 365,00",mai,26,MARCELA,CASES
21/05/2026,IPHONE 17 PRO 256GB AZUL NOVO,359477633542185,"R$ 7.940,00","R$ 10,00","R$ 7.300,00","PIX R$ 10.000,00 + CRÉDITO 3.000,00 (10X R$ 300,00) + CRÉDITO 980,00 (10X R$ 98,00) / ENTRADA IPH 12 PRO MAX 128GB R$ 1.900,00 (PAGAMENTO JUNTO, APARELHO 1)",,"R$ 746,00",mai,26,LUIZ HENRIQUE,CELL
21/05/2026,IPHONE 17 PRO 256GB SILVER NOVO,352574671892816,"R$ 7.940,00","R$ 10,00","R$ 7.400,00",PAGAMENTO JUNTO APARELHO 2,,R$ -,mai,26,LUIZ HENRIQUE,CELL
21/05/2026,IPHONE 17 PRO 256GB SILVER SEMINOVO,356661406078476,"R$ 6.690,00",R$ -,"R$ 6.100,00","7.508,42 CRÉDITO 10X",,"R$ 590,00",mai,26,Ronald,CASES
21/05/2026,POCO X8 PRO 512GB PRETO NOVO,866132083268783,"R$ 2.476,00",R$ -,"R$ 2.300,00","1225,00 pix / 1251 em 10x",,"R$ 176,00",mai,26,MARCELA,ONLINE
21/05/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,35 727579 691965 9,"R$ 4.250,00","R$ 25,00","R$ 4.000,00",PIX,,"R$ 225,00",mai,26,Bianca,CASES
21/05/2026,NOTE 15 5G 256GB PRETO NOVO,867520084645802,"R$ 1.420,00",R$ -,"R$ 1.360,00",PIX,,"R$ 60,00",mai,26,Ronald,CASES
21/05/2026,NOTE 15 4F 256GB PRETO NOVO,869009086978906,"R$ 1.300,00",R$ -,"R$ 1.130,00","Downgrade / IPH 17 PRO MAX 256GB LARANJA R$ 6.900,00",,"R$ 170,00",mai,26,Ronald,CASES
21/05/2026,GALAXY S26 ULTRA 512GB BRANCO LACRADO,355381840336221,"R$ 7.285,00","R$ 5,00","R$ 6.899,00","PIX de R$ 7.250,00 / PIX de R$ 35,00",,"R$ 381,00",mai,26,RENATA,CELL
21/05/2026,IPHONE 15 128GB AZUL NOVO,354196713272654,"R$ 3.850,00","R$ 10,00","R$ 3.700,00","R$3850,00 no crédito em 12x",,"R$ 140,00",mai,26,RENAN,BLOCO B
21/05/2026,IPHONE 17 PRO MAX 256GB LARANJA LACRADO,350230973236911,"R$ 8.200,00","R$ 15,00","R$ 8.000,00","5.000,00 Pix (500,00 voucher da blogueira) / 2.700,00 entrada 15 pro Max",,"R$ 185,00",mai,26,Yasmin,CELL
21/05/2026,IPHONE 11 64GB VERDE SEMINOVO,35 400510 673024 6,"R$ 850,00","R$ 10,00","R$ 650,00",PIX,,"R$ 190,00",mai,26,Higor Guedes,CELL
21/05/2026,IPHONE 16 PRO MAX 256GB NATURAL SEMINOVO,35 530018 5671927,"R$ 5.250,00","R$ 25,00","R$ 4.850,00",PIX,,"R$ 375,00",mai,26,Higor Guedes,CELL
21/05/2026,IPHONE 13 256GB SEMINOVO AZUL,35 617715 278745 9,"R$ 2.300,00",R$ -,"R$ 2.000,00",PIX,,"R$ 300,00",mai,26,Camila,CELL
21/05/2026,IPHONE 17 256GB BRANCO NOVO,35 282456 254479 8,"R$ 4.900,00",R$ -,"R$ 4.600,00","5.444,44 EM 10x",,"R$ 300,00",mai,26,Guilherme,BLOCO B
22/05/2026,IPHONE 13 128GB AZUL SEMINOVO,355939491184461,"R$ 1.980,00","R$ 25,00","R$ 1.800,00","1980,00 crédito",,"R$ 155,00",mai,26,MARCELA,ONLINE
22/05/2026,IPHONE 11 BRANCO 128GB SEMINOVO,,"R$ 1.030,00","R$ 25,00","R$ 800,00",PIX,,"R$ 205,00",mai,26,MARCELA,
22/05/2026,IPHONE 12 PRO MAX 128GB GRAFITE SEMINOVO,35 444089 578674 7,"R$ 2.210,00","R$ 25,00","R$ 2.000,00",PIX,,"R$ 185,00",mai,26,MARCELA,ONLINE
22/05/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,355101476809873,"R$ 8.886,00","R$ 255,00","R$ 7.950,00","PIX R$ 5.586,00 / PIX R$ 150,00 / PIX R$ 200,00 / ENTRADA IPH 16 128GB PRETO R$ 2950,00",,"R$ 681,00",mai,26,Higor Guedes,CELL
22/05/2026,IPHONE 16 PRO DESERT 128GB NOVO,351895497858892,"R$ 6.000,00","R$ 5,00","R$ 5.400,00","R$4,500,00 no crédito em 4x + iphone 13 128g rosa por R$1500,00",,"R$ 595,00",mai,26,RENAN,BLOCO B
