DATA,MODELO,IMEI,VALOR DE VENDA,BRINDE,CUSTO APARELHO,FORMA DE PAGAMENTO,LUCRO,VENDEDOR,LOJA,PRECISA_REVISAO,MOTIVO_REVISAO,ENTENDIMENTO
12/06/2026,IPHONE 15 PRO MAX 256GB NATURAL SEMINOVO,354934250608587,"R$ 3.950,00","R$ 25,00","R$ 3.700,00",PIX,"R$ 225,00",Ronald,CASES,NAO,,valor da venda = 3950 | 3950 pix | brinde 25
12/06/2026,SAMSUNG A07 128GB PRETO NOVO,35 027267 245845 3,"R$ 710,00",R$ -,"R$ 570,00","760,87 em 4x","R$ 140,00",Guilherme,BLOCO B,NAO,,valor da venda = 710 | 710 credito (visa 4x (taxa 6.7%))
12/06/2026,SAMSUNG S10 FE 256GB GREY NOVO,R5GL33TWGS,"R$ 2.603,00",R$ -,"R$ 2.449,00","1800,00 em 10x / Pix : 1000,00","R$ 154,00",Guilherme,BLOCO B,NAO,,valor da venda = 2603 | 1000 pix + 1603 credito (visa 10x (taxa 10.9%))
12/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,359178372863168,"R$ 7.750,00",R$ -,"R$ 7.470,00",PIX,"R$ 280,00",Camila,CELL,NAO,,valor da venda = 7750 | 7750 pix
12/06/2026,IPHONE 12 VERMELHO 64GB SEMINOVO,35303611166370,"R$ 1.320,00",R$ -,"R$ 1.150,00",R$1320 no pix,"R$ 170,00",Renan,BLOCO B,NAO,,valor da venda = 1320 | 1320 pix
13/06/2026,IPHONE 13 BRANCO 256GB SEMINOVO,35 869173 264608 2,"R$ 2.200,00","R$ 25,00","R$ 1.900,00",PIX,"R$ 275,00",Marcela,ONLINE,NAO,,valor da venda = 2200 | 2200 pix | brinde 25
13/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,35 727579 117397 1,"R$ 4.000,00",R$ -,"R$ 3.700,00",PIX,"R$ 300,00",Renan,BLOCO B,NAO,,valor da venda = 4000 | 4000 pix
13/06/2026,IPHONE 16 PRO 128GB DESERT SEMINOVO,351895491457790,"R$ 4.500,00",R$ -,"R$ 4.140,00","R$ 2.200,00 DINHEIRO / ENTRADA IPHONE 13 PRO MAX 128GB AZUL SEMINOVO R$ 2.300,00","R$ 360,00",Ronald,CASES,NAO,,valor da venda = 4500 | 2200 dinheiro + 2300 troca
13/06/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,356744602694336,"R$ 5.400,00",R$ -,"R$ 4.950,00","R$ 2.300 no pix + 199,00 no pix + pegando um iPhone 15 256 preto","R$ 450,00",Angel,BLOCO B,SIM,So extraiu: 2499 pix de 5400 → falta R$ 2901 sem valor explicito no texto; Vendedor Angel - pendente ID real,
13/06/2026,IPHONE 14 128GB PRETO SEMINOVO,35 125318 995366 4,"R$ 2.091,00","R$ 25,00","R$ 1.900,00","PIX R$ 211,00 / PIX R$ 1.680,00 / DINHEIRO R$ 200,00","R$ 166,00",Ruyter,CASES,NAO,,valor da venda = 2091 | 1891 pix + 200 dinheiro | brinde 25
13/06/2026,IPHONE 13 PRO MAX 128GB PRETO SEMINOVO,351016090159006,"R$ 2.780,00","R$ 15,00","R$ 2.600,00","PIX R$ 2.700,00 / PIX R$ 80,00","R$ 165,00",Higor Guedes,CELL,NAO,,valor da venda = 2780 | 2780 pix | brinde 15
13/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,,"R$ 8.192,00","R$ 15,00","R$ 7.670,00","PIX R$ 3.742,00 / ENTRADA IPH 16 PRO 256GB DESERT R$ 4.450,00","R$ 507,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 8192 | 3742 pix + 4450 troca | brinde 15
14/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,358434709486764,"R$ 9.500,00",R$ -,"R$ 8.800,00","R$4.778,16 CRÉDITO 12X / ENTRADA IPH 14 PRO MAX ROXO 256GB R$ 3.000,00 / IPH 13 PRO 256GB R$ 2.300,00","R$ 700,00",Ronald,CASES,NAO,,valor da venda = 9500 | 4200 credito (visa 12x (taxa 12.1%)) + 5300 troca
14/06/2026,IPHONE 13 128GB PRETO SEMINOVO,356052832405030,"R$ 1.930,00","R$ 10,00","R$ 1.750,00",PIX,"R$ 170,00",Higor Guedes,CELL,NAO,,valor da venda = 1930 | 1930 pix | brinde 10
14/06/2026,IPHONE 17 PRO 256GB BRANCO NOVO,353407733508683,"R$ 7.424,00","R$ 10,00","R$ 6.800,00","PIX R$ 5.524,00 / ENTRADA IPHONE 14 128GB 1.900,00","R$ 614,00",Higor Guedes,CELL,NAO,,valor da venda = 7424 | 5524 pix + 1900 troca | brinde 10
14/06/2026,IPHONE 17 PRO MAX 512GB AZUL NOVO,,"R$ 9.592,00","R$ 25,00","R$ 8.800,00","PIX 7.592,00 / ENTRADA IPH 16 PRO MAX DESERT 512GB 2.000,00","R$ 767,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 9592 | 7592 pix + 2000 troca | brinde 25
14/06/2026,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,35 396781 410697 0,"R$ 2.830,00","R$ 25,00","R$ 2.600,00",PIX,"R$ 205,00",Higor Guedes,CELL,NAO,,valor da venda = 2830 | 2830 pix | brinde 25
16/06/2026,IPHONE 17E 256GB BRANCO NOVO,358835897106321,"R$ 3.900,00",R$ -,"R$ 3.550,00","R$15.600,00 no pix - PAGAMENTO JUNTO APARELHO 1/4","R$ 350,00",Renan,BLOCO B,NAO,,grupo 5 (115 e 116 e 117 e 118): valor da venda = 3900 | 3900 pix = 3900 | grupo R$ 15600
16/06/2026,IPHONE 17E 256GB BRANCO NOVO,351101756151594,"R$ 3.900,00",R$ -,"R$ 3.550,00",PAGAMENTO JUNTO APARELHO 2/4,"R$ 350,00",Renan,BLOCO B,NAO,,grupo 5 (115 e 116 e 117 e 118): valor da venda = 3900 | 3900 pix = 3900 | grupo R$ 15600
16/06/2026,IPHONE 17E 256GB BRANCO NOVO,357457926697914,"R$ 3.900,00",R$ -,"R$ 3.550,00",PAGAMENTO JUNTO APARELHO 3/4,"R$ 350,00",Renan,BLOCO B,NAO,,grupo 5 (115 e 116 e 117 e 118): valor da venda = 3900 | 3900 pix = 3900 | grupo R$ 15600
16/06/2026,IPHONE 17E 256GB PRETO NOVO,358835898948200,"R$ 3.900,00",R$ -,"R$ 3.600,00",PAGAMENTO JUNTO APARELHO 4/4,"R$ 300,00",Renan,BLOCO B,NAO,,grupo 5 (115 e 116 e 117 e 118): valor da venda = 3900 | 3900 pix = 3900 | grupo R$ 15600
16/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247251305757,"R$ 7.600,00",R$ -,"R$ 7.450,00","R$2650,00 no pix + pegando um 16 pro max desert 256gb por R$4950,00","R$ 150,00",Renan,BLOCO B,NAO,,valor da venda = 7600 | 2650 pix + 4950 troca
16/06/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,,"R$ 4.075,00",R$ -,"R$ 3.950,00","PIX 4040,00 / DINHEIRO 35,00","R$ 125,00",Higor Guedes,CELL,SIM,So extraiu: 4040 pix de 4075 → falta R$ 35 sem valor explicito no texto; Sem IMEI,
17/06/2026,POCO X8 PRO MAX 512GB PRETO LACRADO,860534086155261,"R$ 3.150,00","R$ 5,00","R$ 3.000,00",PIX,"R$ 145,00",Camila,CELL,NAO,,valor da venda = 3150 | 3150 pix | brinde 5
17/06/2026,POCO PAD M1 256GB GRAY NOVO,71114/Y6PS00360,"R$ 2.050,00","R$ 155,00","R$ 1.520,00",PIX,"R$ 375,00",Marcela,ONLINE,NAO,,valor da venda = 2050 | 2050 pix | brinde 155
17/06/2026,IPHONE 17 PRO MAX 256GB SILVER SEMINOVO,35. 524665.496195-2,"R$ 7.150,00","R$ 25,00","R$ 6.600,00","PIX de R$ 2.200,00 / IPHONE 16 PRO MAX 256GB de entrada no valor de R$ 4.950,00","R$ 525,00",Renata,,NAO,,valor da venda = 7150 | 2200 pix + 4950 troca | brinde 25
17/06/2026,LARK HOLLYLAND M2 NOVO,C6HX222JWYG,"R$ 893,00",R$ -,"R$ 700,00",Crédito 3x,"R$ 193,00",Marcela,ONLINE,NAO,,valor da venda = 893 | 893 credito
17/06/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,35 027005 249333 0,"R$ 3.562,00","R$ 45,00","R$ 3.200,00","1.847,83 em 5x / Entrando 14 plus 128 Gb vermelho a 1850,00","R$ 317,00",Guilherme,BLOCO B,NAO,,valor da venda = 3562 | 1712 credito (visa 5x (taxa 7.3%)) + 1850 troca | brinde 45
17/06/2026,IPHONE 14 PLUS 256GB BRANCO SEMINOVO,35 989387 679538 1,"R$ 2.400,00",R$ -,"R$ 2.300,00",PIX,"R$ 100,00",Guilherme,BLOCO B,NAO,,valor da venda = 2400 | 2400 pix
17/06/2026,IPHONE 15 128GB PRETO SEMINOVO,,"R$ 2.900,00","R$ 25,00","R$ 2.660,00","PIX R$ 1.900,00 / ENTRADA IPH 13 PRO MAX R$ 1.000,00","R$ 215,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 2900 | 1900 pix + 1000 troca | brinde 25
17/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,359652120714477,"R$ 8.080,00","R$ 25,00","R$ 7.400,00","PIX R$ 200,00 / PIX R$ 130,00 / PIX R$ 3.600,00 / ENTRADA IPH 16 PRO MAX R$ 4.100,00","R$ 655,00",Higor Guedes,CELL,SIM,So extraiu: 3930 pix + 4100 troca de 8080 → falta R$ 50 sem valor explicito no texto,
17/06/2026,IPHONE 17 PRO 256GB SILVER NOVO,352574675156523,"R$ 7.250,00","R$ 50,00","R$ 6.650,00","R$5.850,42 CREDITO 18X","R$ 550,00",Ronald,CASES,SIM,So extraiu: 5850.42 credito de 7250 → falta R$ 1400 sem valor explicito no texto,
17/06/2026,SAMSUNG A56 256GB CINZA NOVO,354403794418663,"R$ 2.250,00",R$ -,"R$ 2.200,00","R$ 2.250,00 PIX","R$ 50,00",Ronald,CASES,NAO,,valor da venda = 2250 | 2250 pix
18/06/2026,IPHONE 16 128GB AZUL NOVO,354977708767778,"R$ 4.050,00","R$ 10,00","R$ 3.900,00",PIX,"R$ 140,00",Renan,BLOCO B,NAO,,valor da venda = 4050 | 4050 pix | brinde 10
18/06/2026,IPAD 11 A16 WIFI 128GB SILVER NOVO,D210DTQ9XH,"R$ 2.503,00",R$ -,"R$ 2.200,00",PIX,"R$ 303,00",Renata,,NAO,,valor da venda = 2503 | 2503 pix
19/06/2026,IPHONE 16 PRO 256GB PRETO SEMINOVO,35270394 500196 7,"R$ 4.700,00","R$ 25,00","R$ 4.400,00",CREDITO 18X,"R$ 275,00",Marcela,ONLINE,NAO,,valor da venda = 4700 | 4700 credito | brinde 25
19/06/2026,IPHONE 14 128GB BRANCO SEMINOVO,35 223685 266352 9,"R$ 2.100,00","R$ 25,00","R$ 1.900,00",DINHEIRO,"R$ 175,00",Marcela,BALCAO,NAO,,valor da venda = 2100 | 2100 dinheiro | brinde 25
19/06/2026,XIAOMI 15T 512GB PRETO NOVO,866839081675401,"R$ 3.750,00","R$ 20,00","R$ 3.600,00",PIX,"R$ 130,00",Ronald,CASES,NAO,,valor da venda = 3750 | 3750 pix | brinde 20
19/06/2026,NOTE 15 PRO PLUS 512GB NOVO,864509082904843,"R$ 2.480,00",R$ -,"R$ 2.400,00",PIX,"R$ 80,00",Ronald,CASES,NAO,,valor da venda = 2480 | 2480 pix
19/06/2026,IPHONE 17 256GB VERDE NOVO,355989444640671,"R$ 5.380,00","R$ 130,00","R$ 4.900,00","R$ 4.150,00 PIX/ R$ 30,00 PIX / ENTRADA IPH 12 256GB PRETO R$ 1.200,00","R$ 350,00",Ronald,CASES,NAO,,valor da venda = 5380 | 4180 pix + 1200 troca | brinde 130
19/06/2026,IPHONE 17 256GB BRANCO NOVO,355989445638435,"R$ 5.386,00","R$ 10,00","R$ 4.950,00","PIX R$ 1.100,00 / ENTRADA IPH 14 PRO ROXO R$ 2.200,00 / PIX R$ 2.086,00","R$ 426,00",Raissa,CELL,NAO,,valor da venda = 5386 | 3186 pix + 2200 troca | brinde 10
19/06/2026,IPHONE 16 PRO 128GB NATURAL SEMINOVO,35 610215 3998111,"R$ 4.200,00",R$ -,"R$ 4.050,00",PIX,"R$ 150,00",Ruyter,CASES,NAO,,valor da venda = 4200 | 4200 pix
19/06/2026,IPHONE 14 PRO MAX 128GB SEMINOVO,35 604140 629777 4,"R$ 3.200,00",R$ -,"R$ 3.075,00",PIX,"R$ 125,00",Camila,CELL,NAO,,valor da venda = 3200 | 3200 pix
19/06/2026,IPHONE 11 64GB PRETO SEMINOVO,35 117477 721195,"R$ 730,00",R$ -,"R$ 600,00",PIX,"R$ 130,00",Higor Guedes,CELL,NAO,,valor da venda = 730 | 730 pix
19/06/2026,IPHONE 17 PRO MAX 256GB BRANCO SEMINOVO,350247152428044,"R$ 6.850,00","R$ 10,00","R$ 6.600,00","PIX R$ 2.750,00 / ENTRADA IPH 15 PRO MAX R$ 4.100,00","R$ 240,00",Higor Guedes,CELL,NAO,,valor da venda = 6850 | 2750 pix + 4100 troca | brinde 10
19/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,351503402247645,"R$ 4.000,00","R$ 10,00","R$ 3.800,00","PIX R$ 2.900,00 / PIX R$ 1.700,00 / ENTRADA IPHONE 12 R$ 1.000,00 / ENTRADA S24 ULTRA R$ 3.500,00 (PAGAMENTO JUNTO - APARELHO 1)","R$ 190,00",Higor Guedes,CELL,SIM,"Pagto grupo 6 (total R$ 9100): extraiu 4500 troca deste device, restante R$ 0 compartilhado no grupo",grupo 6 (143 e 144): valor da venda = 4000 | 4500 troca = 4500 | grupo R$ 9100
19/06/2026,IPHONE 16 PRO MAX NATURAL SEMINOVO,3563088688131377,"R$ 5.100,00","R$ 15,00","R$ 4.800,00",PAGAMENTO JUNTO - APARELHO 2,"R$ 285,00",Higor Guedes,CELL,NAO,,grupo 6 (143 e 144): valor da venda = 5100 | 5100 pix = 5100 | grupo R$ 9100
20/06/2026,IPHONE 16 PRO MAX 1TB BRANCO SEMINOVO,35 630886 029101 9,"R$ 5.920,00","R$ 45,00","R$ 5.200,00",PIX,"R$ 675,00",Camila,CELL,NAO,,valor da venda = 5920 | 5920 pix | brinde 45
20/06/2026,IPHONE 15 PRO MAX 256GB BRANCO SEMINOVO,35 549693 269452 5,"R$ 4.000,00","R$ 15,00","R$ 3.800,00",PIX,"R$ 185,00",Marcela,ONLINE,NAO,,valor da venda = 4000 | 4000 pix | brinde 15
20/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,355101479323146,"R$ 7.300,00","R$ 5,00","R$ 7.000,00","100,00 dinheiro / 2400,00 pix / entrou um 16 pro Max 4800,00","R$ 295,00",Marcela,ONLINE,NAO,,valor da venda = 7300 | 2400 pix + 100 dinheiro + 4800 troca | brinde 5
20/06/2026,IPAD 11 A16 128GB AZUL NOVO,FH20FMGHR2,"R$ 2.373,00",R$ -,"R$ 2.230,00","2373,00 em 12","R$ 143,00",Marcela,ONLINE,NAO,,valor da venda = 2373 | 2373 pix
20/06/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,35 807124 500208 3,"R$ 4.178,00","R$ 60,00","R$ 3.800,00","4178,00 em 10x","R$ 318,00",Marcela,ONLINE,NAO,,valor da venda = 4178 | 4178 credito | brinde 60
20/06/2026,IPAD 11 128GB AZUL NOVO,CH07LGKN17,"R$ 2.596,00","R$ 130,00","R$ 2.230,00","1100,00 pix / 1496,00 em 10x","R$ 236,00",Marcela,ONLINE,NAO,,valor da venda = 2596 | 1100 pix + 1496 credito | brinde 130
20/06/2026,SAMSUNG S24 ULTRA 256GB PRETO SEMINOVO,351339860509485,"R$ 3.875,00","R$ 10,00","R$ 3.500,00","PIX R$ 2.730,00 / PIX R$ 1.000,00 /R$ 150,00 CREDITO","R$ 365,00",Ronald,CASES,NAO,,valor da venda = 3875 | 3730 pix + 145 credito (visa 1x (taxa 3.9%)) | brinde 10
20/06/2026,IPHONE 15 128GB PRETO SEMINOVO,356758346462891,"R$ 2.890,00","R$ 10,00","R$ 2.650,00","R$ 3.288,00 CREDITO 12X","R$ 215,00",Ronald,CASES,NAO,,valor da venda = 2890 | 2890 credito (visa 12x (taxa 12.1%)) | brinde 10
20/06/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,35 762631 919678,"R$ 5.000,00","R$ 25,00","R$ 4.800,00","R$ 2.500,00 PIX","R$ 175,00",Ronald,CASES,SIM,So extraiu: 2500 pix de 5000 → falta R$ 2500 sem valor explicito no texto,
20/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,350230977615276,"R$ 7.600,00","R$ 55,00","R$ 7.250,00","$ 5.435,00 EM 6X / ENTRADA IPH 13 PRO MAX R$ 2.600,00","R$ 295,00",Ana Beatriz,CASES,NAO,,valor da venda = 7600 | 5000 credito (visa 6x (taxa 8.0%)) + 2600 troca | brinde 55
20/06/2026,IPHONE 16 PRO MAX 512GB SEMINOVO - GARANTIA APARELHO 26.02,35 686456 200300 3,"R$ 6.450,00","R$ 25,00","R$ 5.920,00","R$ 4.282,28 18x / ENTRADA IPHONE 15 512GB a 2.900,00","R$ 505,00",Guilherme,BLOCO B,SIM,So extraiu: 2900 troca de 6450 → falta R$ 3550 sem valor explicito no texto,
20/06/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,359518870896865,"R$ 5.100,00","R$ 40,00","R$ 4.800,00","PIX R$ 4.700,00 / ENTRADA IPH XR R$ 400,00","R$ 260,00",Raissa,CELL,NAO,,valor da venda = 5100 | 4700 pix + 400 troca | brinde 40
20/06/2026,IPHONE 14 LILAS 128GB SEMINOVO,355794422126853,"R$ 2.100,00","R$ 15,00","R$ 1.900,00",PIX,"R$ 185,00",Higor Guedes,CELL,NAO,,valor da venda = 2100 | 2100 pix | brinde 15
20/06/2026,IPHONE 12 128GB PRETO SEMINOVO,35 349092 9449011,"R$ 1.280,00","R$ 10,00","R$ 1.160,00","PIX R$ 1.000,00/ DINHEIRO R$ 280,00","R$ 110,00",Higor Guedes,CELL,NAO,,valor da venda = 1280 | 1000 pix + 280 dinheiro | brinde 10
20/06/2026,MACBOOK NEO 256GB AZUL NOVO,,"R$ 4.527,00",R$ -,"R$ 4.350,00",PIX,"R$ 177,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 4527 | 4527 pix
20/06/2026,IPHONE 17 PRO 256GB BRANCO NOVO,,"R$ 7.176,00","R$ 15,00","R$ 6.750,00","PIX R$ 4.526,00 / ENTRADA IPH 14 PRO 128GB R$ 2.650,00","R$ 411,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 7176 | 4526 pix + 2650 troca | brinde 15
20/06/2026,IPHONE 17 PRO MAX 256GB BRANCO SEMINOVO,35 864038 078212 9,"R$ 7.350,00","R$ 25,00","R$ 6.600,00","PIX R$ 6.150,00 / ENTRADA IPH 12 PRO MAX 128GB R$ 1.200,00","R$ 725,00",Higor Guedes,CELL,NAO,,valor da venda = 7350 | 6150 pix + 1200 troca | brinde 25
20/06/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,35 9761973185063,"R$ 3.562,00","R$ 25,00","R$ 3.150,00",GARANTIA,"R$ 387,00",Guilherme,BLOCO B,SIM,"Nada extraiu de 3562 → formas ""garantia"" sem valores no texto",
21/06/2026,IPHONE 15 128GB ROSA SEMINOVO - GARANTIA APARELHO 15.05,35 868452 527624 1,"R$ 2.970,00","R$ 15,00","R$ 2.650,00","Entrou 13 pro Max seminovo por 2550,00 e pagou 420 em 3x (Celular está piscando a tela)",R$ -,Marcela,,SIM,So extraiu: 420 credito de 2970 → falta R$ 2550 sem valor explicito no texto,
21/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,357247257803680,"R$ 7.420,00","R$ 60,00","R$ 6.900,00",PIX,"R$ 460,00",Marcela,ONLINE,NAO,,valor da venda = 7420 | 7420 pix | brinde 60
21/06/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,35 696446 241780 6,"R$ 4.170,00","R$ 25,00","R$ 3.800,00","4170,00 em 12x","R$ 345,00",Marcela,ONLINE,NAO,,valor da venda = 4170 | 4170 credito | brinde 25
21/06/2026,IPHONE 15 PRO MAX 256GB BRANCO SEMINOVO,356964461952969,"R$ 4.000,00","R$ 35,00","R$ 3.600,00","PIX: R$ 4.000,00","R$ 365,00",Ana Beatriz,CASES,NAO,,valor da venda = 4000 | 4000 pix | brinde 35
21/06/2026,IPHONE 17 PRO MAX 256GB NOVO AZUL,35 724725 764905 9,"R$ 7.350,00","R$ 5,00","R$ 7.000,00","3.350,00 pix + 1.500,00 pix + R$500,00 Dinheiro, entrando um iPhone 12 Pro Max 256GB R$2.000,00","R$ 345,00",Angel,BLOCO B,SIM,So extraiu: 4850 pix + 500 dinheiro de 7350 → falta R$ 2000 sem valor explicito no texto; Vendedor Angel - pendente ID real,
21/06/2026,IPHONE 12 128GB PRETO SEMINOVO,35 336173 764611 6,"R$ 1.455,00","R$ 23,00","R$ 1.160,00","1455,00 em 7x","R$ 272,00",Marcela,ONLINE,NAO,,valor da venda = 1455 | 1455 credito | brinde 23
21/06/2026,IPHONE 15 PLUS 128GB PRETO NOVO,357977669432302,"R$ 4.500,00","R$ 15,00","R$ 4.300,00",PIX,"R$ 185,00",Marcela,ONLINE,NAO,,valor da venda = 4500 | 4500 pix | brinde 15
21/06/2026,IPHONE 17 PRO 256GB BRANCO NOVO,352574675400509,"R$ 6.950,00","R$ 5,00","R$ 6.750,00","1000,00 dinheiro/300,00 pix / 5650,00 crédito 10x","R$ 195,00",Marcela,ONLINE,NAO,,valor da venda = 6950 | 300 pix + 1000 dinheiro + 5650 credito | brinde 5
21/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,357920795494028,"R$ 7.400,00","R$ 5,00","R$ 7.250,00","2600,0 pix/ entrou um 16 pro Max seminovo por 4800,00","R$ 145,00",Marcela,ONLINE,NAO,,valor da venda = 7400 | 2600 pix + 4800 troca | brinde 5
21/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359178371574212,"R$ 7.300,00","R$ 20,00","R$ 6.900,00","1000,00 pix/ 190,00 pix /pagou 2600,00 em 12x / entrou um 15 pro Max seminovo por 3700,00 - PAGAMENTO JUNTO APARELHO 1","R$ 380,00",Marcela,ONLINE,NAO,,grupo 7 (172 e 173): valor da venda = 7300 | 1000 pix + 6300 troca = 7300 | grupo R$ 7490
21/06/2026,FONTE ORIGINAL APPLE BRANCO NOVO,C4H61040G83Q8YQA3,"R$ 190,00",R$ -,"R$ 125,00",PAGAMENTO JUNTO APARELHO 2,"R$ 65,00",Marcela,ONLINE,NAO,,grupo 7 (172 e 173): valor da venda = 190 | 190 pix = 190 | grupo R$ 7490
21/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,35 9178371686834,"R$ 7.360,00","R$ 70,00","R$ 6.900,00",PIX,"R$ 390,00",Marcela,ONLINE,NAO,,valor da venda = 7360 | 7360 pix | brinde 70
21/06/2026,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,358074296851614,"R$ 3.115,00","R$ 50,00","R$ 2.550,00",3000 8x / 35 PIX / 80 PIX,"R$ 236,00",Raissa,CELL,SIM,So extraiu: 115 pix de 3115 → falta R$ 3000 sem valor explicito no texto,
21/06/2026,IPHONE 14 PRO MAX 128GB BRANCO SEMINOVO,353360940717383,"R$ 3.660,00","R$ 40,00","R$ 3.075,00",3660 8x,"R$ 205,00",Raissa,CELL,NAO,,valor da venda = 3660 | 3660 pix | brinde 40
21/06/2026,IPHONE 13 PRO MAX 512GB AZUL SEMINOVO,359330188973216,"R$ 3.250,00","R$ 25,00","R$ 2.900,00",1600 8x / 550 1X / 1100 PIX,"R$ 154,00",Raissa,CELL,SIM,So extraiu: 1100 pix de 3250 → falta R$ 2150 sem valor explicito no texto,
21/06/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,35 759087 501528 0,"R$ 5.150,00","R$ 5,00","R$ 4.800,00","R$5150,00 PIX","R$ 345,00",Renan,BLOCO B,NAO,,valor da venda = 5150 | 5150 pix | brinde 5
21/06/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,35 057241 297808 6,"R$ 5.100,00","R$ 25,00","R$ 4.800,00",PIX,"R$ 275,00",Renan,BLOCO B,NAO,,valor da venda = 5100 | 5100 pix | brinde 25
21/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247257995858,"R$ 7.350,00","R$ 20,00","R$ 7.000,00",PIX,"R$ 320,00",Ronald,CASES,NAO,,valor da venda = 7350 | 7350 pix | brinde 20
21/06/2026,IPHONE 13 PRO MAX 128GB GRAFITE SEMINOVO,351596246648317,"R$ 2.700,00","R$ 20,00","R$ 2.550,00","R$ R$3.030,30 CRÉDITO 10x","R$ 130,00",Ronald,CASES,NAO,,valor da venda = 2700 | 2700 credito (visa 10x (taxa 10.9%)) | brinde 20
21/06/2026,IPHONE 13 128GB ROSA SEMINOVO,355611223279998,"R$ 1.850,00",R$ -,"R$ 1.700,00","R$ 650,00 DINHEIRO / ENTRADA IPH 14 128GB PRETO R$ 1.200,00","R$ 150,00",Ronald,CASES,NAO,,valor da venda = 1850 | 650 dinheiro + 1200 troca
21/06/2026,IPHONE 11 128GB LILAS SEMINOVO,,"R$ 800,00",R$ -,"R$ 700,00",PIX,"R$ 100,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 800 | 800 pix
21/06/2026,IPHONE 17 PRO MAX 256GB BRANCO SEMINOVO,35088986579925,"R$ 7.225,00","R$ 145,00","R$ 6.600,00","PIX R$ 4.000,00 / R$ 3.225,00","R$ 480,00",Higor Guedes,CELL,SIM,So extraiu: 4000 pix de 7225 → falta R$ 3225 sem valor explicito no texto,
21/06/2026,IPHONE 17 256GB BRANCO NOVO,,"R$ 5.412,00","R$ 15,00","R$ 4.950,00",PIX,"R$ 447,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 5412 | 5412 pix | brinde 15
21/06/2026,REDMI NOTE 15 PRO 5G PRETO 512GB NOVO,,"R$ 1.910,00",R$ -,"R$ 1.870,00",PIX,"R$ 40,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 1910 | 1910 pix
21/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,359652123329802,"R$ 7.650,00","R$ 25,00","R$ 7.250,00","ENTRADA IPH 14 PLUS 128GB LILAS R$ 2.200,00 / PIX R$ 5.450,00","R$ 375,00",Higor Guedes,CELL,NAO,,valor da venda = 7650 | 5450 pix + 2200 troca | brinde 25
21/06/2026,IPHONE 17 PRO MAX 1TB BRANCO NOVO,,"R$ 10.400,00","R$ 25,00","R$ 10.100,00","PIX R$ 3.200,00 / PIX R$ 2.000,00 / ENTRADA IPH 16 PRO MAX R$ 5.200,00","R$ 275,00",Higor Guedes,CELL,SIM,Sem IMEI,valor da venda = 10400 | 5200 pix + 5200 troca | brinde 25
21/06/2026,IPHONE 15 PRO MAX 256GB BRANCO SEMINOVO,,"R$ 4.100,00","R$ 65,00","R$ 3.800,00","PIX R$ 750,00 / PIX R$ 4.766,00 / ENTRADA IPH 14 128GB PRETA R$ 1.750,00 - PAGAMENTO JUNTO, APARELHO 1","R$ 235,00",Higor Guedes,CELL,SIM,Sem IMEI,grupo 8 (189 e 190): valor da venda = 4100 | 2350 pix + 1750 troca = 4100 | grupo R$ 7266
